,Name,Actual,Predict
465,CCCC(C)(CC)CCC,433.95,432.8368
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,535.77386
467,CCCCCC(C)(C)CC,434.35,432.6305
468,CCC1CCC(CC1)C,425.75,421.68097
469,CCCC(C)C(C)CCC,435.3,434.97046
470,CCCCCC/C=C/CCC,466.15,465.3838
471,CCCCCCCC=CCC,466.65,467.93307
472,CCCCCCCC/C=C\C,469.25,468.68832
473,C1CCC2(CC1)CCCCC2,480.15,482.0318
474,C1CCC(CC1)C2CCCC2,488.25,485.9302
475,CC(C)CCC1CCCCC1,469.65,468.82907
476,CCCCCCC1CCCC1,476.15,475.6083
477,CCCCCC1CCCCC1,476.85,475.6083
478,CCCCC(CC)C(C)C,436.15,435.74884
479,CCCCC(C)C(C)CC,436.55,436.88446
480,CCCCC(C)(CC)CC,436.95,438.00827
481,CC(C)CCC(C)CC(C)C,441.25,440.60715
482,CCCCC(C)CC(C)(C)C,441.65,440.62512
483,CCC(CC)C(CC)CC,437.05,436.86652
484,CCCCCC(C)C(C)C,437.45,436.51868
485,CCCC(C)C(CC)CC,438.15,437.44763
486,CCCC(CC)C(C)CC,438.15,437.44763
487,CCCC(CC)(CC)CC,439.45,440.71048
488,CCCC(CCC)CCC,430.65,438.6064
489,CC1=CC2=C(C=C1)C=CC(=C2)C,538.15,535.77386
490,CCCCC(CC)CCC,436.85,438.6064
491,CCCCC(C)CCCC,438.25,439.0696
492,CC1=C(C2=CC=CC=C2C=C1)C,539.65,540.5176
493,CC1=C2C(=CC=CC2=CC=C1)C,543.15,543.5154
494,CCCCCC(C)CCC,438.85,439.0696
495,CCC1=CC2=CC=CC=C2C=C1,531.15,527.7829
496,CCCCCCC(C)CCC,460.15,459.50684
497,CCCCCCCC(C)CC,461.25,460.59647
498,CCC1=CC=CC2=CC=CC=C21,531.75,529.85944
499,CCCCCCCCC(C)C,462.45,462.377
500,CCCCCCCCCCC,469.05,470.05267
501,CC1=CC2=CC=CC=C2C=C1C,541.15,540.5372
502,C1CC=CCCC=CCCC=C1,513.15,513.58014
503,C=CCCCCCCCCC=C,481.65,481.60895
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,452.1417
505,CCCCCCCCCCC=C,486.95,487.00668
506,C1CCC(CC1)C2CCCCC2,511.15,510.47278
507,CCCCCCC1CCCCC1,497.15,496.04745
508,C1CCCCCCCCCCC1,520.15,518.30695
509,CCCCCC1CCCCC1C,490.65,491.74356
510,C#C,188.45,187.90733
511,CC#C,249.95,246.06018
512,C=CC#C,278.25,278.682
513,C/C=C/C,273.95,273.84595
514,C/C=C\C,276.85,275.19693
515,CC(C)C#C,299.45,300.8018
516,C#CC#C,283.45,282.2754
517,C/C=C/C=C/C,355.35,342.2167
518,CCCC#C,313.25,313.8189
519,CCC#CC,329.25,327.2722
520,C/C=C/C=C\C,356.65,355.18094
521,C/C=C\C=C/C,358.15,356.2861
522,CCC(CC)CC,366.65,367.71964
523,CCCCC=C,336.55,338.1858
524,CC/C=C\CC,339.55,343.06473
525,CC=CCCC=C,367.15,366.56332
526,CC/C=C/CC,340.25,342.11224
527,CCCCC=C=C,378.65,376.72156
528,CCC/C=C/C,341.05,342.24817
529,CCC=CC=CC,381.15,377.08853
530,CCC/C=C\C,341.95,343.03384
531,CCCCCC,341.85,345.09033
532,CCCCCC=C,366.75,368.28793
533,CCC/C=C/CC,368.85,368.96573
534,CCC/C=C\CC,368.95,369.77997
535,CCCC/C=C/C,371.15,369.85403
536,CCCC/C=C\C,371.55,370.92935
537,CCCCCCC,371.65,371.46304
538,CCCCCCC#C,399.45,399.52844
539,CC(C)C1CCCCC1,427.95,424.13123
540,CCCC#CCCC,404.75,404.07898
541,CCCCC#CCC,406.25,406.5363
542,CCCCCC#CC,410.75,410.9996
543,C1CC2CCCC(C1)C2,442.65,439.4436
544,CCCCCCCCC,423.95,429.00763
545,CCC1CCCCC1C,424.85,425.52118
546,CCC1CCCCC1C,429.15,425.52118
547,CCCCC1CCCC1,429.75,433.11832
548,CCCC1CCCCC1,429.85,433.11832
549,CCCCCC(CC)CC,439.65,441.07092
550,CCCCCCCC(C)C,440.25,438.6671
551,CCCCCCC(C)CC,441.05,441.15466
552,C1CCC2CCCC2C1,440.15,439.00684
553,CCCCCCCCCC#C,469.15,473.7157
554,CCCCCC#CCCCC,471.15,470.5485
555,CCCCCCC#CCCC,471.65,470.5485
556,CCCCCCCCCC,447.25,455.1083
557,CCCCCCCCC#CC,477.35,476.9409
558,CCCCCCCC1CCCC1,497.15,496.04745
559,CCCCCCCCCCCC,489.45,489.38818
