,SMILES,T,Vapor_Presssure
449,CC1=CC(=C(C=C1)C(C)C)O,413.9097,8.657270391986122
450,CCC1=CC=CC=C1O,446.7519,10.673433416912976
451,CCC1=CC=CC=C1O,457.82086,10.99571164626134
452,CCC1=CC=CC=C1O,451.02597,10.800299978007555
453,CCC1=CC=CC=C1O,433.1577,10.248127938608812
454,CCC1=CC=CC=C1O,452.67972,10.848557321634216
455,C1=CC=C(C(=C1)C=O)O,361.69116,7.866221519096143
456,C1=CC=C(C(=C1)C=O)O,388.7854,8.9909213661497
457,C1=CC=C(C(=C1)C=O)O,372.1531,8.321467076241568
458,C1=CC=C(C(=C1)C=O)O,328.41592,6.207748018233538
459,C1=CC=C(C(=C1)C=O)O,376.20108,8.490280746904153
460,COC1=CC=CC=C1N,387.6537,7.825260388455732
461,COC1=CC=CC=C1N,413.75665,8.928344451050908
462,COC1=CC=CC=C1N,397.73288,8.268482609578268
463,COC1=CC=CC=C1N,355.59583,6.247128491724542
464,COC1=CC=CC=C1N,401.63275,8.433963166301975
465,COC1=CC=CC=C1O,401.07047,9.088736892719114
466,COC1=CC=CC=C1O,420.5651,9.819540818198401
467,COC1=CC=CC=C1O,408.59796,9.38321274905504
468,COC1=CC=CC=C1O,377.12854,8.030994052283994
469,COC1=CC=CC=C1O,411.51053,9.492868971926027
470,CC1=CC=CC2=CC=CC=C12,444.67242,9.616275589129136
471,CC1=CC=CC2=CC=CC=C12,471.27103,10.39282619582688
472,CC1=CC=CC2=CC=CC=C12,454.943,9.929120291454735
473,CC1=CC=CC2=CC=CC=C12,412.0059,8.493272763866926
474,CC1=CC=CC2=CC=CC=C12,458.91693,10.045639307394676
475,C1=CC=C2C(=C1)C=CC=C2O,462.2204,8.96671551070267
476,C1=CC=C2C(=C1)C=CC=C2O,485.68002,9.708237844802353
477,C1=CC=C2C(=C1)C=CC=C2O,471.2789,9.262174212156495
478,C1=CC=C2C(=C1)C=CC=C2O,433.4089,7.9409325215482
479,C1=CC=C2C(=C1)C=CC=C2O,474.78387,9.373338126759577
480,C1=CC=C(C=C1)C2=CC=CC=C2O,473.3726,9.266785981928267
481,C1=CC=C(C=C1)C2=CC=CC=C2O,492.04117,9.896316869514218
482,C1=CC=C(C=C1)C2=CC=CC=C2O,480.58112,9.516668538875942
483,C1=CC=C(C=C1)C2=CC=CC=C2O,450.44513,8.408892331574453
484,C1=CC=C(C=C1)C2=CC=CC=C2O,483.37027,9.611010275791429
485,CC1=C(C=CC=C1N=C=O)N=C=O,407.2976,7.874021624946707
486,CC1=C(C=CC=C1N=C=O)N=C=O,423.98367,8.559419588525003
487,CC1=C(C=CC=C1N=C=O)N=C=O,413.74063,8.148061318168681
488,CC1=C(C=CC=C1N=C=O)N=C=O,386.80493,6.9127670608165115
489,CC1=C(C=CC=C1N=C=O)N=C=O,416.2336,8.25084228557208
490,C1=CC=C2C=CC=CC2=C1,484.21817,11.366547288824354
491,C1=CC=C2C=CC=CC2=C1,516.43384,12.065294621447167
492,C1=CC=C2C=CC=CC2=C1,496.65765,11.648885713686033
493,C1=CC=C2C=CC=CC2=C1,444.65308,10.343616685104466
