,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
1497,4-Nonyne,CCCCC#CCCC,21.55912725,3702.018025,-59.247,366,429,9,CCCCC#CCCC,"[1, 6]",2,TRUE
1498,4-Methyl-2-hexyne,CCC(C)C#CC,20.78566589,2930.960565,-56.15,278,398,7,CCC(C)C#CC,"[1, 6]",2,TRUE
1499,6-Methyl-1H-indene,CC1=CC2=C(C=CC2)C=C1,23.31823319,4305.903201,-115,480,480,10,CC1=CC2=C(C=CC2)C=C1,"[1, 6]",2,TRUE
1500,"trans-1,3-Hexadiene",CC/C=C/C=C,20.04333548,2338.560682,-70.813,299,320,6,CC/C=C/C=C,"[1, 6]",2,TRUE
1501,cis-3-ne,CCCCC/C=C\CC,20.83639184,3274.460209,-69.39,377,421,9,CCCCC/C=C\CC,"[1, 6]",2,TRUE
1502,"2,4,5-Trimethylheptane",CCC(C)C(C)CC(C)C,20.72494672,3309.505554,-69.85,322,458,10,CCC(C)C(C)CC(C)C,"[1, 6]",2,TRUE
1503,"2,3,5-Trimethylheptane",CCC(C)CC(C)C(C)C,20.64221484,3315.722534,-70.15,324,463,10,CCC(C)CC(C)C(C)C,"[1, 6]",2,TRUE
1504,"3,3,4-Trimethylheptane",CCCC(C)C(C)(C)CC,20.70832206,3377.431814,-67.25,325,464,10,CCCC(C)C(C)(C)CC,"[1, 6]",2,TRUE
1505,"3,4,4-Trimethylheptane",CCCC(C)(C)C(C)CC,20.70509844,3371.214835,-66.95,324,463,10,CCCC(C)(C)C(C)CC,"[1, 6]",2,TRUE
1506,"3,4,5-Trimethylheptane",CCC(C)C(C)C(C)CC,20.71412457,3369.603025,-68.95,326,465,10,CCC(C)C(C)C(C)CC,"[1, 6]",2,TRUE
1507,Pentyl levulinate,CCCCCOC(=O)CCC(=O)C,21.3562695,4174.701903,-101.82,354,527,10,CCCCCOC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
1508,"3-Ethyl-2,2-dimethylhexane",CCCC(CC)C(C)(C)C,20.70217416,3325.853908,-66.75,320,458,10,CCCC(CC)C(C)(C)C,"[1, 6]",2,TRUE
1509,"2,2,5-Trimethylheptane",CCC(C)CCC(C)(C)C,20.73120976,3263.684111,-69.35,318,452,10,CCC(C)CCC(C)(C)C,"[1, 6]",2,TRUE
1510,cis-2-Decene,CCCCCCC/C=C\C,20.8731411,3448.445841,-78.41,401,447,10,CCCCCCC/C=C\C,"[1, 6]",2,TRUE
1511,(Z)-2-Methyl-3-heptene,CCC/C=C\C(C)C,20.79768539,3031.813792,-58.15,288,411,8,CCC/C=C\C(C)C,"[1, 6]",2,TRUE
1512,(E)-3-Methyl-2-hexene,CCC/C(=C/C)/C,20.72895322,2900.566442,-53.15,274,393,7,CCC/C(=C/C)/C,"[1, 6]",2,TRUE
1513,Butyl isobutyl amine,CCCCNCC(C)C,23.29064822,4959.76829,0,313,423,8,CCCCNCC(C)C,"[1, 6, 7]",3,TRUE
1514,1-Heptyl-1-cyclopentanol,CCCCCCCC1(CCCC1)O,20.53030921,3527.730754,-132.002,395,523,12,CCCCCCCC1(CCCC1)O,"[1, 6, 8]",3,TRUE
1515,3-Ethyl-1-pentyne,CCC(CC)C#C,20.81882312,2815.601052,-54.15,267,381,7,CCC(CC)C#C,"[1, 6]",2,TRUE
1516,4-Methyl-2-pentyne,CC#CC(C)C,20.68711525,2694.485076,-52.15,258,370,6,CC#CC(C)C,"[1, 6]",2,TRUE
1517,"2-Butanamine, N-ethyl-",CCC(C)NCC,21.23741006,3083.562089,-52.861,283,313,6,CCC(C)NCC,"[1, 6, 7]",3,TRUE
1518,"trans-2,3-Epoxybutane",C[C@H]1[C@@H](O1)C,21.0409535,2658.177914,-47.98,276,360,4,C[C@H]1[C@@H](O1)C,"[1, 6, 8]",3,TRUE
1519,2-Methyl-4-heptanol,CCCC(CC(C)C)O,19.98966223,2536.527738,-139.55,344,448,8,CCCC(CC(C)C)O,"[1, 6, 8]",3,TRUE
1520,Isopropyl levulinate,CC(C)OC(=O)CCC(=O)C,22.34691069,4564.105883,-59.668,321,481,8,CC(C)OC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
1521,3-Butylcyclopentene,CCCCC1CCC=C1,20.96013277,3424.020019,-62.076,360,425,9,CCCCC1CCC=C1,"[1, 6]",2,TRUE
1522,2-(4-Ethylphenyl) ethanol,CCC1=CC=C(C=C1)CCO,21.85450287,4465.585175,-90.914,445,523,10,CCC1=CC=C(C=C1)CCO,"[1, 6, 8]",3,TRUE
1523,(Z)-3-Methyl-3-heptene,CCC/C=C(/C)\CC,20.76040653,3102.733413,-58.15,294,421,8,CCC/C=C(/C)\CC,"[1, 6]",2,TRUE
1524,(E)-3-Methyl-3-heptene,CCC/C=C(\C)/CC,20.76040653,3102.733413,-58.15,294,421,8,CCC/C=C(\C)/CC,"[1, 6]",2,TRUE
1525,Dipropylene glycol monobutyl ether,CCCCOCC(C)OCC(C)O,22.86589034,4978.076144,-60.969,337,500,10,CCCCOCC(C)OCC(C)O,"[1, 6, 8]",3,TRUE
1526,"3,3-Dimethyl-1,5-hexadiene",CC(C)(CC=C)C=C,22.93374753,4236.756571,0,293,371,8,CC(C)(CC=C)C=C,"[1, 6]",2,TRUE
1527,2-Acetylheptanoic acid ethyl ester,CCCCCC(C(=O)C)C(=O)OCC,22.92587269,5802.357859,-24.583,293,373,11,CCCCCC(C(=O)C)C(=O)OCC,"[1, 6, 8]",3,TRUE
1528,Hexyl levulinate,CCCCCCOC(=O)CCC(=O)C,22.1246882,4829.948543,-84.29,363,540,11,CCCCCCOC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
1529,(E)-5-Methyl-2-heptene,CCC(C)C/C=C/C,20.77237998,3079.016786,-58.15,292,417,8,CCC(C)C/C=C/C,"[1, 6]",2,TRUE
1530,Ethyl-4-methyl-pentanoate,CCOC(=O)CCC(C)C,22.27923771,4224.826878,-41.13,284,434,8,CCOC(=O)CCC(C)C,"[1, 6, 8]",3,TRUE
1531,3-(3-Hydroxyphenyl)-2-propenoic acid,C1=CC(=CC(=C1)O)/C=C/C(=O)O,24.20813627,6515.00334,-39.21,375,553,9,C1=CC(=CC(=C1)O)/C=C/C(=O)O,"[1, 6, 8]",3,TRUE
1532,Dihydro-2H-pyran,C1CC=COC1,20.21692737,2414.027909,-81.681,358,479,5,C1CC=COC1,"[1, 6, 8]",3,TRUE
1533,6-Methyl-3-isopropenyl-5-hepten-2-one,CC(=CCC(C(=C)C)C(=O)C)C,24.59844747,6366.811266,13.403,389,420,11,CC(=CCC(C(=C)C)C(=O)C)C,"[1, 6, 8]",3,TRUE
1534,Methyl diazene,CN=N,23.56852418,3308.561494,0,195,236,1,CN=N,"[1, 6, 7]",3,TRUE
1535,2-(1-Methyl-cyclohexyl)-2-propanol,CC(C)(CC1CCCCC1)O,24.54274794,6284.369509,0,393,417,10,CC(C)(CC1CCCCC1)O,"[1, 6, 8]",3,TRUE
1536,"1,3-Dihydroxy-5-methyl-2-ethyl benzene",CCC1=C(C=C(C=C1O)C)O,21.0103982,4032.056756,-137.01,388,453,9,CCC1=C(C=C(C=C1O)C)O,"[1, 6, 8]",3,TRUE
1537,2-Ethyl-1-pentanol,CCCC(CC)CO,24.64456825,5758.765318,0,383,426,7,CCCC(CC)CO,"[1, 6, 8]",3,TRUE
1538,cis-Bicyclo[4.2.0]octane,C1CC[C@H]2CC[C@H]2C1,21.55756149,3729.206949,-39.893,298,347,8,C1CC[C@H]2CC[C@H]2C1,"[1, 6]",2,TRUE
1539,cis-5-Ethylidenebicyclo[2.2.1]hept-2-ene,CC=C1C[C@@H]2C[C@H]1C=C2,20.88288104,3339.178968,-63.592,345,415,9,CC=C1C[C@@H]2C[C@H]1C=C2,"[1, 6]",2,TRUE
1540,trans-5-Ethylidenebicyclo[2.2.1]hept-2-ene,C/C=C\1/CC2CC1C=C2,20.89515381,3352.858626,-63.828,347,416,9,C/C=C\1/CC2CC1C=C2,"[1, 6]",2,TRUE
1541,3-Butylphenol,CCCCC1=CC(=CC=C1)O,21.60676774,4221.688454,-103.166,369,533,10,CCCCC1=CC(=CC=C1)O,"[1, 6, 8]",3,TRUE
1542,"3,7-Dimethyl-6-octen-1-yne-3-ol",CC(=CCC[C@](C)(C#C)O)C,24.68221552,6261.449577,6.468,369,445,10,CC(=CCC[C@](C)(C#C)O)C,"[1, 6, 8]",3,TRUE
1543,2-Hydroxybutanoic acid methyl ester,CC[C@@H](C(=O)OC)O,20.34032291,2764.732342,-98.591,313,412,5,CC[C@@H](C(=O)OC)O,"[1, 6, 8]",3,TRUE
1544,3-Methyl-2-heptanol,CCCCC(C)C(C)O,21.54851233,3687.359768,-71.35,336,445,8,CCCCC(C)C(C)O,"[1, 6, 8]",3,TRUE
1545,2-Methylglutaric anhydride,CC1CCC(=O)OC1=O,22.99808175,5920.63705,-39.839,366,555,6,CC1CCC(=O)OC1=O,"[1, 6, 8]",3,TRUE
1546,2-Ethyl-3-methyl-1-butanol,CCC(CO)C(C)C,25.66921862,6150.204783,0,340,404,7,CCC(CO)C(C)C,"[1, 6, 8]",3,TRUE
1547,"Cyclobutane-1,2-dione",C1CC(=O)C1=O,26.00346187,6414.451751,1.776,286,339,4,C1CC(=O)C1=O,"[1, 6, 8]",3,TRUE
1548,(Z)-3-Pentenoic acid,C/C=C\CC(=O)O,21.90472225,3725.58268,-93.15,353,455,5,C/C=C\CC(=O)O,"[1, 6, 8]",3,TRUE
1549,3-Propylcyclopentene,CCCC1CCC=C1,20.82683611,3170.818551,-58.176,339,399,8,CCCC1CCC=C1,"[1, 6]",2,TRUE
1550,"Dihydro-3,3,4-trimethyl 2,5-furandione",CC1C(=O)OC(=O)C1(C)C,22.20249255,4954.932862,-40.342,327,504,7,CC1C(=O)OC(=O)C1(C)C,"[1, 6, 8]",3,TRUE
1551,"2,6-Dimethyl-4-(1-methylethyl)heptane",CC(C)CC(CC(C)C)C(C)C,24.1175756,4721.796121,-81.15,456,456,12,CC(C)CC(CC(C)C)C(C)C,"[1, 6]",2,TRUE
1552,2-Methyl-3-hexyne,CCC#CC(C)C,20.79579727,2903.329544,-55.15,275,393,7,CCC#CC(C)C,"[1, 6]",2,TRUE
1553,(Z)-3-Ethyl-2-hexene,CCC/C(=C\C)/CC,20.76040653,3102.733413,-58.15,294,421,8,CCC/C(=C\C)/CC,"[1, 6]",2,TRUE
1554,"(Z)-2,4-Dimethyl-3-hexene",CC/C(=C\C(C)C)/C,20.81530016,3009.708975,-58.15,286,408,8,CC/C(=C\C(C)C)/C,"[1, 6]",2,TRUE
1555,Citracononitrile,C/C(=C/C#N)/C#N,22.7915629,5136.309792,-62.258,395,468,5,C/C(=C/C#N)/C#N,"[1, 6, 7]",3,TRUE
1556,3-Hexylcyclopentene,CCCCCCC1CCC=C1,21.55834437,4145.933405,-58.463,403,473,11,CCCCCCC1CCC=C1,"[1, 6]",2,TRUE
1557,"cis-Bicyclo[4.3.0]nona-3,7-diene",C1C=CCC2C1CC=C2,20.67742137,3354.972399,-67.744,356,429,9,C1C=CCC2C1CC=C2,"[1, 6]",2,TRUE
1558,6-Methyl-1-octanol,CCC(C)CCCCCO,24.32819306,6134.086688,0,356,373,9,CCC(C)CCCCCO,"[1, 6, 8]",3,TRUE
1559,Propylene ozonide,CC1OCOO1,24.29379244,4440.371868,0,261,284,3,CC1OCOO1,"[1, 6, 8]",3,TRUE
1560,N-Isopropylbutyl amine,CCCCNC(C)C,20.25199575,2739.044703,-82.645,325,395,7,CCCCNC(C)C,"[1, 6, 7]",3,TRUE
1561,3-Methylcyclopentene,CC1CCC=C1,20.38711144,2526.792409,-53.181,300,338,6,CC1CCC=C1,"[1, 6]",2,TRUE
1562,"(E)-3,4,4-Trimethyl-2-pentene",C/C=C(\C)/C(C)(C)C,20.79768539,3031.813792,-58.15,288,411,8,C/C=C(\C)/C(C)(C)C,"[1, 6]",2,TRUE
1563,"(Z)-5,5-Dimethyl-2-hexene",C/C=C\CC(C)(C)C,20.82225397,2992.439587,-58.15,284,405,8,C/C=C\CC(C)(C)C,"[1, 6]",2,TRUE
1564,"(Z)-3,4,4-Trimethyl-2-pentene",C/C=C(/C)\C(C)(C)C,20.80146163,3033.425602,-58.15,288,411,8,C/C=C(/C)\C(C)(C)C,"[1, 6]",2,TRUE
1565,"(E)-5,5-Dimethyl-2-hexene",C/C=C/CC(C)(C)C,20.83454977,2970.33477,-58.15,282,402,8,C/C=C/CC(C)(C)C,"[1, 6]",2,TRUE
1566,"2,2,6,6-Tetramethylheptane",CC(C)(C)CCCC(C)(C)C,19.96847844,3081.457527,-71.15,436,436,11,CC(C)(C)CCCC(C)(C)C,"[1, 6]",2,TRUE
1567,3-Methyl-1-hexyne,CCCC(C)C#C,20.82342829,2826.423202,-54.15,268,382,7,CCCC(C)C#C,"[1, 6]",2,TRUE
1568,(Z)-3-Ethyl-4-methyl-2-pentene,CC/C(=C/C)/C(C)C,20.78094559,3063.359208,-58.15,290,415,8,CC/C(=C/C)/C(C)C,"[1, 6]",2,TRUE
1569,(E)-3-Ethyl-4-methyl-2-pentene,CC/C(=C\C)/C(C)C,20.79165261,3051.155507,-58.15,289,413,8,CC/C(=C\C)/C(C)C,"[1, 6]",2,TRUE
1570,"2,3-Dimethyl-6-tert-butylphenol",CC1=C(C(=C(C=C1)C(C)(C)C)O)C,22.177947,4729.910431,-81.124,412,525,12,CC1=C(C(=C(C=C1)C(C)(C)C)O)C,"[1, 6, 8]",3,TRUE
1571,(Z)-5-Methyl-3-heptene,CC/C=C\C(C)CC,20.79768539,3031.813792,-58.15,288,411,8,CC/C=C\C(C)CC,"[1, 6]",2,TRUE
1572,1-Methoxy-2-buta,CCC(=O)COC,21.25642942,3284.557045,-68.432,297,406,5,CCC(=O)COC,"[1, 6, 8]",3,TRUE
1573,"1,1,3,3-Tetramethyl-cyclopentane",CC1(CCC(C1)(C)C)C,19.98116569,2782.651059,-62,391,391,9,CC1(CCC(C1)(C)C)C,"[1, 6]",2,TRUE
1574,(E)-6-Methyl-2-heptene,C/C=C/CCC(C)C,20.77663976,3071.187997,-58.15,291,416,8,C/C=C/CCC(C)C,"[1, 6]",2,TRUE
1575,Octyl lactate,CCCCCCCCOC(=O)C(C)O,22.09668877,4604.449477,-92.19,328,528,11,CCCCCCCCOC(=O)C(C)O,"[1, 6, 8]",3,TRUE
1576,2-Methyl-3-(1-methylethyl)-3-hexanol,CCCC(C(C)C)(C(C)C)O,23.56880049,5602.189531,0,342,465,10,CCCC(C(C)C)(C(C)C)O,"[1, 6, 8]",3,TRUE
1577,4-Isopropyl-4-heptanol,CCCC(CCC)(C(C)C)O,24.27431257,5901.525593,0,346,463,10,CCCC(CCC)(C(C)C)O,"[1, 6, 8]",3,TRUE
1578,Triisopropyl-methanol,CC(C)C(C(C)C)(C(C)C)O,19.57897315,2776.917622,-122.75,347,468,10,CC(C)C(C(C)C)(C(C)C)O,"[1, 6, 8]",3,TRUE
1579,6-Methyl-3-hepten-2-ol,CC(C)C/C=C/C(C)O,25.16695573,5589.972015,-38.884,315,448,8,CC(C)C/C=C/C(C)O,"[1, 6, 8]",3,TRUE
1580,"2,2,4,4-Tetramethylhexane",CCC(C)(C)CC(C)(C)C,20.39263764,3214.40879,-64.45,316,457,10,CCC(C)(C)CC(C)(C)C,"[1, 6]",2,TRUE
1581,1-Hydroxy-2-buta,CCC(=O)CO,22.77318827,4590.12049,-8.595,265,427,4,CCC(=O)CO,"[1, 6, 8]",3,TRUE
1582,"2,3,5,6-Tetramethylheptane",CC(C)C(C)CC(C)C(C)C,20.17216512,3216.342961,-76.15,448,448,11,CC(C)C(C)CC(C)C(C)C,"[1, 6]",2,TRUE
1583,"2,3,3,4,5-Pentamethylhexane",CC(C)C(C)C(C)(C)C(C)C,19.93145288,3152.008734,-79.15,454,454,11,CC(C)C(C)C(C)(C)C(C)C,"[1, 6]",2,TRUE
1584,"1,1,2,2-Tetramethyl-cyclopentane",CC1(CCCC1(C)C)C,19.9659456,2879.244504,-65,406,406,9,CC1(CCCC1(C)C)C,"[1, 6]",2,TRUE
1585,4-Methyl-1-hexyne,CCC(C)CC#C,20.82066519,2872.014386,-55.15,272,388,7,CCC(C)CC#C,"[1, 6]",2,TRUE
1586,4-Ethyl-2-methylheptane,CCCC(CC)CC(C)C,20.76217953,3311.577881,-70.85,322,458,10,CCCC(CC)CC(C)C,"[1, 6]",2,TRUE
1587,4-Ethyl-3-methylheptane,CCCC(CC)C(C)CC,20.75041332,3371.445093,-69.85,326,464,10,CCCC(CC)C(C)CC,"[1, 6]",2,TRUE
1588,3-Ethyl-(5RS)-methylheptane,CC[C@@H](C)CC(CC)CC,20.81728039,3350.721827,-70.75,324,460,10,CC[C@@H](C)CC(CC)CC,"[1, 6]",2,TRUE
1589,3-Ethyl-4-methylheptane,CCCC(C)C(CC)CC,20.75359088,3377.431814,-70.15,327,465,10,CCCC(C)C(CC)CC,"[1, 6]",2,TRUE
1590,"2,2,3-Trimethylheptane",CCCCC(C)C(C)(C)C,20.72319676,3329.768303,-68.75,322,460,10,CCCCC(C)C(C)(C)C,"[1, 6]",2,TRUE
1591,"2,3,3-Trimethylheptane",CCCCC(C)(C)C(C)C,20.71617387,3356.708549,-68.15,324,462,10,CCCCC(C)(C)C(C)C,"[1, 6]",2,TRUE
1592,"2,3,4-Trimethylheptane",CCCC(C)C(C)C(C)C,20.72112443,3342.662779,-69.55,324,462,10,CCCC(C)C(C)C(C)C,"[1, 6]",2,TRUE
1593,"4-Ethyl-2,2-dimethylhexane",CCC(CC)CC(C)(C)C,20.76968595,3260.460492,-67.15,315,448,10,CCC(CC)CC(C)(C)C,"[1, 6]",2,TRUE
1594,"3-Ethyl-2,3-dimethylhexane",CCCC(C)(CC)C(C)C,20.69835187,3398.15508,-66.35,326,466,10,CCCC(C)(CC)C(C)C,"[1, 6]",2,TRUE
1595,"4-Ethyl-2,3-dimethylhexane",CCC(CC)C(C)C(C)C,20.70744708,3357.169066,-68.45,324,463,10,CCC(CC)C(C)C(C)C,"[1, 6]",2,TRUE
1596,"4-Ethyl-2,4-dimethylhexane",CCC(C)(CC)CC(C)C,20.70509844,3371.214835,-66.95,324,463,10,CCC(C)(CC)CC(C)C,"[1, 6]",2,TRUE
1597,"3-Ethyl-2,5-dimethylhexane",CCC(CC(C)C)C(C)C,20.71509166,3291.084873,-69.05,320,456,10,CCC(CC(C)C)C(C)C,"[1, 6]",2,TRUE
1598,"4-Ethyl-3,3-dimethylhexane",CCC(CC)C(C)(C)CC,20.69512825,3391.9381,-66.15,325,466,10,CCC(CC)C(C)(C)CC,"[1, 6]",2,TRUE
1599,"3-Ethyl-3,4-dimethylhexane",CCC(C)C(C)(CC)CC,20.69190463,3385.721121,-65.85,324,465,10,CCC(C)C(C)(CC)CC,"[1, 6]",2,TRUE
1600,"2,2,3,4-Tetramethylhexane",CCC(C)C(C)C(C)(C)C,20.605834,3324.01184,-65.85,321,461,10,CCC(C)C(C)C(C)(C)C,"[1, 6]",2,TRUE
1601,"2,2,3,5-Tetramethylhexane",CC(C)CC(C)C(C)(C)C,20.72729536,3264.144628,-66.85,315,450,10,CC(C)CC(C)C(C)(C)C,"[1, 6]",2,TRUE
1602,"2,3,3,4-Tetramethylhexane",CCC(C)C(C)(C)C(C)C,20.64804038,3396.174857,-65.43,326,468,10,CCC(C)C(C)(C)C(C)C,"[1, 6]",2,TRUE
1603,"2,3,3,5-Tetramethylhexane",CC(C)CC(C)(C)C(C)C,20.66646106,3290.854615,-66.25,318,455,10,CC(C)CC(C)(C)C(C)C,"[1, 6]",2,TRUE
1604,"2,3,4,4-Tetramethylhexane",CCC(C)(C)C(C)C(C)C,20.6180377,3356.938807,-65.55,323,464,10,CCC(C)(C)C(C)C(C)C,"[1, 6]",2,TRUE
1605,"2,3,4,5-Tetramethylhexane",CC(C)C(C)C(C)C(C)C,20.71511469,3322.169772,-67.85,321,458,10,CC(C)C(C)C(C)C(C)C,"[1, 6]",2,TRUE
1606,"3,3-Diethyl-2-methylpentane",CCC(CC)(CC)C(C)C,20.68812839,3458.022293,-65.45,330,473,10,CCC(CC)(CC)C(C)C,"[1, 6]",2,TRUE
1607,"3-Ethyl-2,2,3-trimethylpentane",CCC(C)(CC)C(C)(C)C,20.56669005,3431.082047,-63.15,328,473,10,CCC(C)(CC)C(C)(C)C,"[1, 6]",2,TRUE
1608,"3-Ethyl-2,2,4-trimethylpentane",CCC(C(C)C)C(C)(C)C,20.6228501,3305.59116,-65.05,319,458,10,CCC(C(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1609,"3-Ethyl-2,3,4-trimethylpentane",CCC(C)(C(C)C)C(C)C,20.58755147,3423.069051,-64.83,328,473,10,CCC(C)(C(C)C)C(C)C,"[1, 6]",2,TRUE
1610,5-Methyl-2-hexyne,CC#CCC(C)C,20.79833011,2962.045464,-56.15,280,401,7,CC#CCC(C)C,"[1, 6]",2,TRUE
1611,1-Ethyl-1-methylcyclopropane,CCC1(CC1)C,20.42655472,2553.728049,-43,330,330,6,CCC1(CC1)C,"[1, 6]",2,TRUE
1612,"cis-1,1,3,4-Tetramethyl-cyclopentane",C[C@@H]1CC(C[C@@H]1C)(C)C,19.91966364,2871.853206,-64,406,406,9,C[C@@H]1CC(C[C@@H]1C)(C)C,"[1, 6]",2,TRUE
1613,1-(4-Methoxy-phenyl)-2-buta,CCC(=O)CC1=CC=C(C=C1)OC,24.63337769,6828.237805,-31.431,402,552,11,CCC(=O)CC1=CC=C(C=C1)OC,"[1, 6, 8]",3,TRUE
1614,"2,2,5-Trimethyl-4-hexen-1-ol",CC(=CCC(C)(C)CO)C,26.06141794,6026.157617,-33.851,323,373,9,CC(=CCC(C)(C)CO)C,"[1, 6, 8]",3,TRUE
1615,"2,6,6-Trimethyloctane",CCC(C)(C)CCCC(C)C,20.07722954,3181.021306,-77.15,449,449,11,CCC(C)(C)CCCC(C)C,"[1, 6]",2,TRUE
1616,1-Dimethyl-2-ethyl-1-cyclopentane,CCC1CCCC1(C)C,20.07665389,2959.78893,-65,411,411,9,CCC1CCCC1(C)C,"[1, 6]",2,TRUE
1617,(Z)-4-Ethyl-2-hexene,CCC(CC)/C=C\C,20.79328745,3039.642581,-58.15,288,412,8,CCC(CC)/C=C\C,"[1, 6]",2,TRUE
1618,5-Methyl-2-heptanol,CCC(C)CCC(C)O,20.7534297,3131.055209,-105.65,344,451,8,CCC(C)CCC(C)O,"[1, 6, 8]",3,TRUE
1619,4-Methyl-2-heptanol,CCCC(C)CC(C)O,20.40389728,2849.449053,-123.85,346,451,8,CCCC(C)CC(C)O,"[1, 6, 8]",3,TRUE
1620,"2,5-Dimethyl-3-(1-methylethyl)-3-hexanol",CC(C)CC(C(C)C)(C(C)C)O,20.43198882,3257.006614,-104.85,321,458,11,CC(C)CC(C(C)C)(C(C)C)O,"[1, 6, 8]",3,TRUE
1621,"2,2,3-Trimethyl-1-pentanol",CCC(C)C(C)(C)CO,25.89487196,6433.42275,0,352,450,8,CCC(C)C(C)(C)CO,"[1, 6, 8]",3,TRUE
1622,"3,3-Dimethylcyclopentene",CC1(CCC=C1)C,20.59008432,2809.844589,-51.15,278,403,7,CC1(CCC=C1)C,"[1, 6]",2,TRUE
1623,2-Propyl-1-pentanol,CCCC(CCC)CO,26.70561217,6861.703577,0,359,454,8,CCCC(CCC)CO,"[1, 6, 8]",3,TRUE
1624,"(Z)-2,3-Dimethyl-3-hexene",CC/C=C(/C)\C(C)C,20.78891254,3047.471371,-58.15,289,413,8,CC/C=C(/C)\C(C)C,"[1, 6]",2,TRUE
1625,2-Undecyne,CCCCCCCCC#CC,21.43591592,4112.416976,-64.15,361,510,11,CCCCCCCCC#CC,"[1, 6]",2,TRUE
1626,3-Undecyne,CCCCCCCC#CCC,21.41643605,4045.158466,-64.15,357,503,11,CCCCCCCC#CCC,"[1, 6]",2,TRUE
1627,"4-(1,1-Dimethylethyl)-heptane",CCCC(CCC)C(C)(C)C,19.93421598,3061.816476,-83,447,447,11,CCCC(CCC)C(C)(C)C,"[1, 6]",2,TRUE
1628,"2,2,4,4,5-Pentamethylhexane",CC(C)C(C)(C)CC(C)(C)C,19.82122813,3085.786387,-77.15,449,449,11,CC(C)C(C)(C)CC(C)(C)C,"[1, 6]",2,TRUE
1629,"2,2,3,3,4,4-Hexamethylpentane",CC(C)(C)C(C)(C)C(C)(C)C,19.50167537,3038.698521,-86.15,467,467,11,CC(C)(C)C(C)(C)C(C)(C)C,"[1, 6]",2,TRUE
1630,"3,3-Diethyl-2,2-dimethylpentane",CCC(CC)(CC)C(C)(C)C,19.75873597,3104.943894,-85,462,462,11,CCC(CC)(CC)C(C)(C)C,"[1, 6]",2,TRUE
1631,2-Methyl-1-heptanol,CCCCCC(C)CO,19.13655445,2307.420522,-145.55,345,455,8,CCCCCC(C)CO,"[1, 6, 8]",3,TRUE
1632,"2,4,6-Trimethyl-4-heptanol",CC(C)CC(C)(CC(C)C)O,24.41477026,5869.289402,0,338,455,10,CC(C)CC(C)(CC(C)C)O,"[1, 6, 8]",3,TRUE
1633,"3,4-Dimethyl-1-pentyne",CC(C)C(C)C#C,20.76931754,2773.003227,-53.15,264,377,7,CC(C)C(C)C#C,"[1, 6]",2,TRUE
1634,"2-Butyl-4,7-dihydro-1,3-dioxepine",CCCCC1OCC=CCO1,24.68857065,6381.893198,6.503,293,373,9,CCCCC1OCC=CCO1,"[1, 6, 8]",3,TRUE
1635,"2-Ethyl-1,3,4-trimethylbenzene",CCC1=C(C=CC(=C1C)C)C,19.58173625,2866.971725,-120.444,347,488,11,CCC1=C(C=CC(=C1C)C)C,"[1, 6]",2,TRUE
1636,1-Methyl-1-(1-methylethyl)cyclo-pentane,CC(C)C1(CCCC1)C,20.19187525,3077.658261,-66,421,421,9,CC(C)C1(CCCC1)C,"[1, 6]",2,TRUE
1637,trans-1-Methyl-2-(1-methylethyl)cyclo-pentane,C[C@@H]1CCC[C@H]1C(C)C,20.09380815,2982.837807,-66,414,414,9,C[C@@H]1CCC[C@H]1C(C)C,"[1, 6]",2,TRUE
1638,cis-1-Methyl-3-(1-methylethyl)cyclo-pentane,C[C@H]1CC[C@H](C1)C(C)C,20.09772254,2992.784975,-66,415,415,9,C[C@H]1CC[C@H](C1)C(C)C,"[1, 6]",2,TRUE
1639,trans-1-Methyl-3-(1-methylethyl)cyclo-pentane,C[C@H]1CC[C@@H](C1)C(C)C,20.09772254,2992.784975,-66,415,415,9,C[C@H]1CC[C@@H](C1)C(C)C,"[1, 6]",2,TRUE
1640,"(E)-2,4-Dimethyl-3-hexene",CC/C(=C/C(C)C)/C,20.82135596,2998.19605,-58.15,285,406,8,CC/C(=C/C(C)C)/C,"[1, 6]",2,TRUE
1641,2-(1-Methylethyl)-1-pentene,CCCC(=C)C(C)C,20.80406355,3031.123016,-58.15,288,411,8,CCCC(=C)C(C)C,"[1, 6]",2,TRUE
1642,3-Ethyl-4-methyl-1-pentene,CCC(C=C)C(C)C,20.82066519,2997.505274,-58.15,285,406,8,CCC(C=C)C(C)C,"[1, 6]",2,TRUE
1643,cis-1-Methyl-2-(1-methylethyl)cyclo-pentane,C[C@@H]1CCC[C@@H]1C(C)C,20.12079445,3052.421929,-66,421,421,9,C[C@@H]1CCC[C@@H]1C(C)C,"[1, 6]",2,TRUE
1644,"3-Ethyl-2,3-dimethylheptane",CCCCC(C)(CC)C(C)C,19.94939001,3134.739346,-84,456,456,11,CCCCC(C)(CC)C(C)C,"[1, 6]",2,TRUE
1645,"4-Ethyl-2,3-dimethylheptane",CCCC(CC)C(C)C(C)C,20.066062,3143.995738,-84,452,452,11,CCCC(CC)C(C)C(C)C,"[1, 6]",2,TRUE
