,Name,SMILES,A,B,C,Tmin,Tmax,No.C
1149,Dipropyl-d-tartrate,CCCOC(=O)[C@H]([C@@H](C(=O)OCCC)O)O,23.78473692,6532.783902,-42.892,389,576,10
1150,3-Methoxy-propanoic acid butyl ester,CCCCOC(=O)CCOC,24.63777562,6166.286038,1.367,323,413,8
1151,"2,2-Dimethyl-3-hexanol",CCCC(C(C)(C)C)O,23.49143364,5132.462172,-0.15,323,432,8
1152,"3,5-Dimethyl-3-hexanol",CCC(C)(CC(C)C)O,24.07582973,5335.08966,-0.15,324,428,8
1153,Peroxypropanoic acid,CCC(=O)OO,24.74795432,5194.63197,0,273,393,3
1154,3-Ethyl-6-tert-butylphenol,CCC1=CC(=C(C=C1)C(C)(C)C)O,22.61852363,5165.13125,-64.479,415,530,12
1155,"DL-1,2-Propanediol",CC(CO)O,25.4251446,6091.949381,-22.45,364,483,3
1156,Tetraethylhydrazine,CCN(CC)N(CC)CC,21.41473214,4438.198228,17.379,322,367,8
1157,"Tricyclo[2.2.1.0(2,6)]heptane",C1C2CC3C1C3C2,21.19722995,2996.070764,-61.257,302,337,7
1158,1-Hexylcyclopentene,CCCCCCC1=CCCC1,20.66673737,3499.259289,-92.706,407,476,11
1159,Hexylcyclohexane,CCCCCCC1CCCCC1,20.90839368,3870.645541,-85.35,376,530,12
1160,Pentylcyclohexane,CCCCCC1CCCCC1,20.88813093,3728.115524,-78.15,359,508,11
1161,"1,3-Dihydroxy-5-ethylbenzene",CCC1=CC(=CC(=C1)O)O,21.29707004,4265.308626,-143.42,408,479,8
1162,2-Isobutoxyethanol,CC(C)COCCO,22.37992976,4048.902469,-59.859,344,432,6
1163,Hexylcyclopentane,CCCCCCC1CCCC1,20.90678187,3702.55683,-81.55,360,507,11
1164,Ethylene glycol mono(2-ethylbutyl) ether,CCC(CC)COCCO,23.55655074,5154.553174,-41.06,293,470,8
1165,2-Hydroxybutyro-nitrile,CC[C@@H](C#N)O,26.23385853,6521.466696,-8.486,314,482,4
1166,"1,4-Dioxan-2,6-dione",C1C(=O)OC(=O)CO1,23.37126172,5473.300028,-51.538,376,513,4
1167,4-Propyl-3-heptene,CCCC(=CCC)CCC,20.34244129,3199.973884,-76.12,333,372,10
1168,(+)-2-Carene,CC1=C[C@H]2[C@H](C2(C)C)CC1,20.15498784,3269.426758,-71.288,293,370,10
1169,Neopentyl acrylate,CC(C)(C)COC(=O)C=C,25.48427498,5688.223321,0,302,324,8
1170,2-Methyl-3-buten-1-ol,CC(CO)C=C,22.56485037,3602.45885,-75.952,311,404,5
1171,"Ethenamine, N-methyl-N-nitroso-",CN(C=C)N=O,19.92261095,2830.811929,-77.161,273,321,3
1172,cis-Hexahydroindane,C1CC[C@H]2CCC[C@H]2C1,20.68628632,3433.957976,-66.102,365,463,9
1173,Dihydrocarvone,CC1CCC(CC1=O)C(=C)C,22.20578525,4923.562442,-35.255,320,496,10
1174,2-Methyl-1-octene,CCCCCCC(=C)C,20.37481563,3095.273037,-68,418,418,9
1175,2-(Methylamino) pyridine,CNC1=CC=CC=N1,21.64752349,5315.169997,0,308,323,6
1176,D-Fenchone,C[C@]12CC[C@H](C1)C(C2=O)(C)C,22.44467845,4700.128795,-33.58,301,464,10
1177,6-Methyl-2-heptanol,CC(C)CCCC(C)O,21.51190123,3398.615597,-104.65,349,451,8
1178,Heptyl isocyanate,CCCCCCCN=C=O,25.48657757,6431.117862,0,326,461,8
1179,1-Hexen-3-ol,CCCC(C=C)O,21.07180814,2906.143303,-103.745,354,408,6
1180,Ethylcyclobutane,CCC1CCC1,20.50154992,2708.346638,-42,344,344,6
1181,3-Methyl-1-heptene,CCCCC(C)C=C,20.80210635,3023.985003,-58.15,287,410,8
1182,2-Methylbicyclo[2.2.2]-oct-2-ene,CC1=CC2CCC1CC2,20.86178936,3382.085339,-61.62,363,402,9
1183,"1,1-Dimethylindane",CC1(CCC2=CC=CC=C21)C,20.81976718,3641.291948,-75.381,379,467,11
1184,(Z)-3-Methyl-3-hexene,CC/C=C(/C)\CC,20.729644,2854.883153,-58.359,276,393,7
1185,"(Z)-3,4-Dimethyl-2-pentene",C/C=C(/C)\C(C)C,20.75428166,2853.823964,-53.15,270,387,7
1186,"(E)-3,4-Dimethyl-2-pentene",C/C=C(\C)/C(C)C,20.74454172,2871.553869,-53.15,271,389,7
1187,cis-1-Ethyl-2-methylcyclohexane,CC[C@H]1CCCC[C@H]1C,20.876618,3423.253258,-63.15,321,458,9
1188,trans-1-Ethyl-2-methylcyclohexane,CC[C@H]1CCCC[C@@H]1C,20.86003939,3376.073289,-63.15,318,453,9
1189,trans-1-Ethyl-3-methylcyclohexane,CC[C@H]1CCC[C@@H](C1)C,20.85957887,3375.0141,-63.15,318,453,9
1190,cis-1-Ethyl-4-methylcyclohexane,CCC1CCC(CC1)C,20.8683287,3400.687924,-63.15,319,456,9
1191,1-Ethyl-1-methylcyclohexane,CCC1(CCCCC1)C,20.40919323,3217.102814,-63.15,314,455,9
1192,Dimethylfurazan,CC1=NON=C1C,25.96164692,6147.902198,0,353,427,4
1193,6-Methyl-1-heptene,CC(C)CCCC=C,20.79464597,3041.945166,-58.15,289,412,8
1194,Dimethyl-D-tartrate,COC(=O)[C@H]([C@@H](C(=O)OC)O)O,24.24794797,6603.210769,-34.093,375,553,6
1195,"1,2-Epoxyheptane",CCCCCC1CO1,20.46436317,3004.341649,-81.863,305,413,7
1196,"3,3,4,4-Tetramethylhexane",CCC(C)(C)C(C)(C)CC,20.57714379,3437.068768,-63.45,328,474,10
1197,"trans, trans-2,4-Hexadiene",C/C=C/C=C/C,20.63358015,2741.33117,-54.759,304,323,6
1198,2-Propenal oxime,C=CC=NO,23.62583553,5118.326602,0,303,381,3
1199,"1-Phenyl-1,3-pentandione",CCC(=O)CC(=O)C1=CC=CC=C1,23.84255484,6288.286206,-39.207,371,550,11
1200,3-Methoxypropyl amine,COCCCN,21.60886309,3314.79229,-62.292,278,318,4
1201,Diethyl isopentylmalonate,CCOC(=O)C(CCC(C)C)C(=O)OCC,23.55295871,6546.505006,0,375,419,12
1202,1-Butyl-cyclohexanol,CCCCC1(CCCCC1)O,24.3251997,5936.391337,-17.29,362,481,10
1203,2-Methyl-3-phenyl propanal,C[C@@H](CC1=CC=CC=C1)C=O,17.52287979,2362.661841,-145.7,293,373,10
1204,Isopropyl caprylate,CCCCCCCC(=O)OC(C)C,24.16871601,5653.56481,-33.789,388,419,11
1205,4-Ethoxystyrene,CCOC1=CC=C(C=C1)C=C,23.868528,5687.981549,-37.388,337,498,10
1206,Propyl carbamate,CCCOC(=O)N,24.53010675,5470.481664,-47.66,325,468,4
1207,3-Methyl-3-heptanol,CCCCC(C)(CC)O,20.04538479,2570.145481,-132.25,339,440,8
1208,trans-Bicyclo[3.3.0]octane,C1CC2CCCC2C1,22.47926328,4174.88611,-26.095,298,320,8
1209,Heptylcyclopentane,CCCCCCCC1CCCC1,20.95168228,3850.382793,-88.75,377,529,12
1210,Trimethyl-hydroxylamine,CN(C)OC,20.47161631,2255.49953,-50.971,195,296,3
1211,"3-Methyl-2,4-pentanediol",CC(C(C)O)C(C)O,22.76218191,4328.666558,-98.181,368,424,6
1212,"Pyridine, 2,3,4,5-tetrahydro-6-methoxy",COC1=NCCCC1,23.90778707,5152.807814,0,292,337,6
1213,"Acetic acid, 2-methylcyclohexyl ester",CC1CCCCC1OC(=O)C,22.13659257,4338.348928,-48.255,338,456,9
1214,Ethanamine-d2,[2H]N([2H])CC,21.52486479,2444.815774,-45.996,213,289,2
1215,"2,2,4-Trimethyl-3-penta",CC(C)C(=O)C(C)(C)C,25.22827357,5052.97233,-39.339,287,408,8
1216,"2,2,3,4,4-Pentamethyl-3-pentanol",CC(C)(C)C(C)(C(C)(C)C)O,18.37647111,2202.422641,-146.25,343,468,10
1217,Heptyl butyrate,CCCCCCCOC(=O)CCC,23.2179556,5002.37993,-70.901,384,498,11
1218,3-Ethyloctane,CCCCCC(CC)CC,20.8230829,3401.839216,-73.75,331,468,10
1219,3-Methylnonane,CCCCCCC(C)CC,20.84910211,3405.753611,-75.65,333,470,10
1220,4-Ethylnonane,CCCCCC(CC)CCC,20.29539947,3306.028651,-80.15,457,457,11
1221,4-Nonanol,CCCCCC(CCC)O,21.06029522,3430.978431,-108.429,405,468,9
1222,2-Pentanol,CCCC(C)O,21.64579655,2928.704031,-102.78,311,413,5
1223,2-Methyl-1-hexene,CCCCC(=C)C,20.74230822,2875.468264,-53.15,272,390,7
1224,"2,3,5,6-Tetra-methylpiperazine",CC1C(NC(C(N1)C)C)C,21.20908827,3836.670898,-59.266,359,460,8
1225,Allyl isopropyl ether,CC(C)OCC=C,20.87155232,2805.483493,-52.464,254,353,6
1226,Di-tert-butyl ether,CC(C)(C)OC(C)(C)C,20.61700153,2927.690894,-58.273,289,382,8
1227,2-Dodeca,CCCCCCCCCCC(=O)C,21.92982043,4393.102099,-97.65,399,549,12
1228,3-Ethyl-3-methyl-1-pentene,CCC(C)(CC)C=C,20.79768539,3031.813792,-58.15,288,411,8
1229,trans-1-Ethyl-4-methylcyclohexane,CCC1CCC(CC1)C,20.822277,3272.203676,-63.15,310,443,9
1230,"N,N-Diethyl-hexanamide",CCCCCC(=O)N(CC)CC,20.10912034,4920.605923,-9.034,298,444,10
1231,Methyl (+)-2-acetoxypropanoate,CC(C(=O)OC)OC(=O)C,21.45997794,3518.092133,-90.15,337,445,6
1232,Methyl methoxyacetate,COCC(=O)OC,22.01731866,3545.384674,-63.082,314,400,4
1233,Pentyl lactate,CCCCCOC(=O)C(C)O,21.27542574,3703.044978,-99.114,325,479,8
1234,Pentyl benzyl ether,CCCCCOCC1=CC=CC=C1,23.09578044,5706.489728,-13.355,323,513,12
1235,"5,5-Dimethylnonane",CCCCC(C)(C)CCCC,20.00617176,3113.463459,-83,450,450,11
1236,cis-2-ne,CCCCCC/C=C\C,20.84475023,3291.591442,-70.682,379,425,9
1237,trans-2-ne,CCCCCC/C=C/C,20.81193839,3246.976553,-73.521,379,422,9
1238,(Z)-2-Heptene,CCCC/C=C\C,20.71587454,2926.125136,-53.15,276,397,7
1239,Isofenchone,CC1(CC2(CC1CC2=O)C)C,23.34436753,5595.05382,0.715,361,472,10
1240,"trans-1,2-Divinylcyclobutane",C=C[C@@H]1CC[C@H]1C=C,23.80159185,4697.27359,0,353,386,8
1241,"Methacrylic acid, N-tert-butyl amide",CC(=C)C(=O)NC(C)(C)C,21.55157477,3699.837477,-97.269,391,433,8
1242,"3,4-Dimethyl-1-pentanol",CC(C)C(C)CCO,25.32613344,6044.285869,-0.15,385,425,7
1243,Trimethyl arsenite,CO[As](OC)OC,24.13776927,5065.687205,0,300,335,3
1244,"4,7-Dimethylindane",CC1=C2CCCC2=C(C=C1)C,21.41639,4256.245651,-70.27,409,470,11
1245,Ethynylcyclopropane,C#CC1CC1,23.04887678,3746.305946,0,291,320,5
1246,"1,3-Diacetylbenzene",CC(=O)C1=CC(=CC=C1)C(=O)C,21.48756291,5706.303219,0,370,418,10
1247,3-Dodecyne,CCCCCCCCC#CCC,20.95281054,3707.963299,-99.01,443,493,12
1248,N-Cyclohexyl-2-pyrrolidi,C1CCC(CC1)N2CCCC2=O,21.99344085,5908.958338,0,426,621,10
1249,"trans-1,2-Dimethylcyclohexane",C[C@@H]1CCCC[C@H]1C,20.61274175,3109.226703,-54.41,293,424,8
1250,2-Isopropenyl-1-methyl-1-vinyl-3-cyclohexene,CC(=C)C1C=CCCC1(C)C=C,19.00093219,2745.406745,-115.439,348,404,12
1251,"2,5-Dimethyl-1-hexene",CC(C)CCC(=C)C,20.80408657,3030.201982,-58.15,288,410,8
1252,2-Methyldecane,CCCCCCCCC(C)C,20.97003388,3605.733126,-80.503,333,463,11
1253,6-Dodecyne,CCCCCC#CCCCCC,20.9178573,3690.369247,-97.679,441,490,12
1254,"DL-2,3-Butanediol",C[C@H]([C@@H](C)O)O,25.2169909,5630.511328,-42.55,362,475,4
1255,2-Methylundecane,CCCCCCCCCC(C)C,23.83421948,5975.871461,2.215,356,483,12
1256,sec-Butylcyclohexane,CCC(C)C1CCCCC1,20.78557379,3543.208731,-69.816,364,454,10
1257,"1,1,2-Trimethylcyclohexane",CC1CCCCC1(C)C,20.43083753,3214.869307,-58.15,309,449,9
1258,"1,1,4-Trimethylcyclohexane",CC1CCC(CC1)(C)C,20.39399617,3103.424188,-58.15,301,437,9
1259,"5,5-Dimethyl-1-hexene",CC(C)(C)CCC=C,20.84228646,2957.90081,-58.15,281,400,8
1260,"2,3-Dimethyl-2-hexene",CCCC(=C(C)C)C,20.76033746,3110.101685,-58.15,294,422,8
1261,"2,3-Dimethyloctane",CCCCCC(C)C(C)C,20.76791296,3366.885975,-73.15,329,466,10
1262,4-Methyl-1-pentyne,CC(C)CC#C,20.73708135,2617.348475,-50.15,249,357,6
1263,"2,2,3,3-Tetramethylpentane",CCC(C)(C)C(C)(C)C,20.61548183,3218.300159,-59.37,306,442,9
1264,"3,3,5-Trimethylheptane",CCC(C)CC(C)(C)CC,20.6775365,3305.19972,-67.66,320,458,10
1265,trans-2-Dodecene,CCCCCCCCC/C=C/C,20.98882298,3742.412275,-93.08,439,489,12
1266,trans-4-Dodecene,CCCCCCC/C=C/CCC,20.9503698,3728.663539,-90.716,437,486,12
1267,trans-5-Dodecene,CCCCCC/C=C/CCCC,20.94237983,3726.858313,-90.618,437,486,12
1268,trans-6-Dodecene,CCCCC/C=C/CCCCC,20.48216215,3391.194366,-107.729,437,487,12
1269,cis-2-Dodecene,CCCCCCCCC/C=C\C,20.94343902,3739.734368,-92.478,440,490,12
1270,cis-4-Dodecene,CCCCCCC/C=C\CCC,20.94148183,3734.735456,-89.458,436,486,12
1271,cis-6-Dodecene,CCCCC/C=C\CCCCC,20.92821894,3722.665305,-89.491,436,486,12
1272,5-Methyl-1-heptanol,CCC(C)CCCCO,19.83515877,2606.296067,-146.05,359,466,8
1273,(1-Methylheptyl)-nitrite,CCCCCCC(C)ON=O,21.21622628,4611.580583,0,313,338,8
1274,"3-Ethyl-2,4-dimethylhexane",CCC(C)C(CC)C(C)C,20.70420043,3350.952086,-68.15,324,462,10
1275,cis-3-Dodecene,CCCCCCCC/C=C\CC,20.94442914,3730.530936,-90.868,437,487,12
1276,Decyl methyl ether,CCCCCCCCCCOC,21.25051177,3914.413079,-86.574,341,470,11
1277,"2,2,3-Trimethyl-3-pentanol",CCC(C)(C(C)(C)C)O,21.90679457,3780.844723,-61.55,326,435,8
1278,Undecylamine,CCCCCCCCCCCN,20.7018518,3728.177694,-108.464,428,515,11
1279,"(Z)-1,4-Hexadiene",C/C=C\CC=C,20.22830215,2464.019334,-55,338,338,6
1280,"trans-1,4-Hexadiene",C/C=C/CC=C,20.90560755,2780.429064,-41.873,203,304,6
1281,4-Methyl-1H-indene,CC1=C2C=CCC2=CC=C1,23.33363748,4335.146032,-115,482,482,10
1282,N-(Ethoxymethyl)-N-ethyl-ethanamine,CCN(CC)COCC,23.38666601,4767.815587,-0.068,310,385,7
1283,2-Ethyl-3-methyl-1-butene,CCC(=C)C(C)C,20.63519196,2769.503298,-55.479,268,384,7
1284,7-Methylindene,CC1=C2CC=CC2=CC=C1,23.33363748,4335.146032,-115,482,482,10
1285,Dimethyloctylamine,CCCCCCCCN(C)C,21.67911496,4020.543831,-71.15,371,517,10
1286,2-Methyl-3-hexa,CCCC(=O)C(C)C,23.75784273,4972.20225,0.05,342,412,7
1287,"3,4-Dimethyl-1-pentene",CC(C)C(C)C=C,20.79229734,2787.279255,-53.15,264,378,7
1288,(E)-5-Methyl-2-hexene,C/C=C/CC(C)C,20.75927827,2844.843882,-53.15,269,386,7
1289,2-Isopropenyltoluene,CC1=CC=CC=C1C(=C)C,20.63199136,3454.315131,-66,445,445,10
1290,"1,3-Dimethylcyclobutene",CC1CC(=C1)C,22.98187155,3760.121457,0,268,295,6
1291,"3-Methyl-1,2-pentadiene",CCC(=C=C)C,20.03133902,2450.77947,-55,343,343,6
1292,3-Hexyloxy-propionic acid methyl ester,CCCCCCOCCC(=O)OC,24.84804769,6680.107901,0,343,463,10
1293,"3,5-Dimethyl-1-hexene",CC(C)CC(C)C=C,20.83240837,2968.72296,-58.15,282,402,8
1294,trans-5-Decene,CCCC/C=C/CCCC,19.7467395,2636.701703,-122.728,398,444,10
1295,cis-5-Decene,CCCC/C=C\CCCC,20.93632404,3483.115865,-73.434,397,444,10
1296,5-Methyl-1H-indene,CC1=CC2=C(CC=C2)C=C1,23.31823319,4305.903201,-115,480,480,10
1297,Linalyl formate,CC(=CCCC(C)(C=C)OC=O)C,23.06137982,5285.02225,-29.122,320,487,11
1298,3-Ethylstyrene,CCC1=CC(=CC=C1)C=C,22.01508515,4381.142472,-45.518,341,463,10
1299,2-Ethylstyrene,CCC1=CC=CC=C1C=C,21.28871166,3841.515537,-67.012,372,461,10
1300,cis-2-Octene,CCCCC/C=C\C,20.7649196,3075.233639,-65.909,356,400,8
1301,(Z)-3-Hexene,CC/C=C\CC,20.73118673,2680.508384,-48.401,252,363,6
1302,(Z)-3-Heptene,CCC/C=C\CC,20.72692695,2905.171612,-53.15,274,394,7
1303,cis-4-Octene,CCC/C=C\CCC,20.83233929,3117.702518,-60.651,353,395,8
1304,"r-1, c-2, t-3-Trimethylcyclohexane",C[C@@H]1CCC[C@H](C1C)C,21.2229268,3888.145188,-23.15,308,454,9
1305,"r-1, c-2, t-4-Trimethylcyclohexane",C[C@H]1CC[C@@H]([C@@H](C1)C)C,21.21832163,3857.520806,-23.15,306,451,9
1306,"r-1, t-2, c-4-Trimethylcyclohexane",C[C@@H]1CC[C@@H]([C@H](C1)C)C,21.21371646,3826.896425,-23.15,304,448,9
1307,"r-1, t-2, t-4-Trimethylcyclohexane",C[C@H]1CC[C@@H]([C@H](C1)C)C,21.20888103,3788.212995,-23.15,301,444,9
1308,(Z)-2-Hexene,CCC/C=C\C,21.09847208,2897.96452,-39.299,254,365,6
1309,p-Menth-8-en-2-one,CC1CCC(CC1=O)C(=C)C,22.26463932,4960.320911,-34.24,319,496,10
1310,p-Menth-8-en-3-ol,CC1CCC(C(C1)O)C(=C)C,23.87320224,5989.023827,0,335,485,10
1311,2-Propyl-1-heptanol,CCCCCC(CCC)CO,20.78013969,3335.524766,-130.65,368,491,10
1312,"2,3-Dimethyl-1-pentanol",CCC(C)C(C)CO,26.49124149,6539.341664,0,346,432,7
1313,2-Acetoxy-2-methyl-3-buta,CC(=O)C(C)(C)OC(=O)C,26.53598072,6493.301475,0,348,366,7
1314,cis-4-ne,CCCC/C=C\CCC,20.84981591,3287.345475,-67.94,357,421,9
1315,trans-4-ne,CCCC/C=C/CCC,20.8535461,3269.251762,-70.374,358,420,9
1316,"1,3-Hexadien-5-yne",C=CC=CC#C,20.09638705,2494.302933,-67.033,233,283,6
1317,p-Menth-1-en-8-ol,CC1=CCC(CC1)C(C)(C)O,22.62006636,4906.903239,-48.995,357,490,10
1318,3-Methoxy-propionic acid pentyl ester,CCCCCOC(=O)CCOC,23.16333829,5258.756662,-35.717,333,443,9
1319,5-Phenyl-1-pentanol,C1=CC=C(C=C1)CCCCCO,21.01882566,3982.021582,-126.039,372,413,11
1320,Ethyl crotonate,CCOC(=O)/C=C/C,23.36025536,4816.218228,-9.399,356,421,6
1321,"(Z)-2,5-Dimethyl-3-hexene",CC(C)/C=C\C(C)C,20.86109858,2927.276429,-58.15,285,396,8
1322,(Z)-3-Methyl-2-hexene,CCC/C(=C\C)/C,20.72015735,2916.914796,-53.15,275,396,7
1323,"2,3-Dimethyl-2-pentene",CCC(=C(C)C)C,20.71971986,2918.066088,-53.15,275,396,7
1324,"3,4,4-Trimethyl-2-pentanol",CC(C(C)O)C(C)(C)C,25.71066515,6113.363422,0,338,433,8
1325,"Ethanamine, N-methyl-N-nitroso",CCN(C)N=O,26.36971105,6274.028599,0,273,331,3
1326,"4-Methyl-2,3-dihydro-2H-pyran",C[C@@H]1CCOC=C1,23.46849989,4717.939291,3.966,304,391,6
1327,Peroxybutanoic acid,CCCC(=O)OO,25.22481969,5470.942181,0,273,393,4
1328,"2,6-Dimethyldecane",CCCCC(C)CCCC(C)C,20.22880871,3341.833849,-87.15,471,471,12
1329,5-Methyl-1-heptene,CCC(C)CCC=C,20.79462295,3042.8662,-58.15,289,412,8
1330,4-Methyl-1-heptene,CCCC(C)CC=C,20.79892878,3039.642581,-58.15,288,412,8
1331,(Z)-5-Methyl-2-hexene,C/C=C\CC(C)C,20.75352181,2855.896291,-53.15,270,387,7
1332,3-Methyldecane,CCCCCCCC(C)CC,23.39852433,5467.578104,-3.448,340,464,11
1333,5-Methyldecane,CCCCCC(C)CCCC,23.57018205,5542.451264,0.372,339,450,11
1334,"N,N,-Diethyl-4-pentenylamine",CCN(CC)CCCC=C,18.3883985,1992.521287,-139.961,338,430,9
1335,3-Methyl-1-hexanol,CCCC(C)CCO,27.04846709,6907.755279,-0.15,355,447,7
1336,(E)-3-Hexene,CC/C=C/CC,20.82158622,2718.685245,-47.766,253,363,6
1337,"4,4-Dimethyl-1-pentyne",CC(C)(C)CC#C,20.64267536,2708.300586,-52.15,260,373,7
1338,trans-2-Octene,CCCCC/C=C/C,20.79628081,3077.384254,-66.112,356,400,8
1339,"2,4-Dimethyl-3-hexanol",CCC(C)C(C(C)C)O,23.81494684,5328.181905,0,343,436,8
1340,(+)-3-Carene,CC1=CC[C@@H]2[C@H](C1)C2(C)C,20.48653706,3255.012575,-81.627,362,445,10
1341,5-Ethyl-2-methylheptane,CCC(CC)CCC(C)C,20.76733732,3335.985283,-71.85,325,461,10
1342,"2,4-Dimethyl-3-(1-methylethyl)pentane",CC(C)C(C(C)C)C(C)C,20.59993938,3297.647241,-66.77,320,459,10
1343,"2,2,3,3-Tetramethylhexane",CCCC(C)(C)C(C)(C)C,20.65253042,3371.053654,-64.09,322,463,10
1344,(E)-4-Methyl-3-heptene,CCC/C(=C/CC)/C,20.75623886,3110.562202,-58.15,294,422,8
1345,cis-Bicyclo[6.1.0]nonane,C1CCC[C@H]2C[C@H]2CC1,25.9961857,6058.331638,0,297,391,9
1346,Diethyl D-tartrate,CCOC(=O)[C@H]([C@@H](C(=O)OCC)O)O,24.23797777,6597.134247,-34.096,375,553,8
1347,sec-Butyl amine,CCC(C)N,20.76381436,2545.604529,-60.301,300,335,4
1348,(E)-2-Pentenoic acid,CC/C=C/C(=O)O,22.55911693,4082.48337,-103.15,376,476,5
1349,Hexyl-3-ethoxypropanoate,CCCCCCOC(=O)CCOCC,24.76660526,6822.559631,0,373,515,11
1350,"2,4-Dimethyl-2-hexene",CCC(C)C=C(C)C,20.80855359,3022.373193,-58.15,287,409,8
1351,(Z)-4-Methyl-3-heptene,CCC/C(=C\CC)/C,20.75623886,3110.562202,-58.15,294,422,8
1352,"(Z)-1,3-Hexadiene",CC/C=C\C=C,20.26737701,2545.024277,-55,346,346,6
1353,"Butanenitril, 4,-dimethyloxy-",COC(CCC#N)OC,20.64267536,3932.815339,0,313,422,6
1354,3-Ethyl-2-methylheptane,CCCCC(CC)C(C)C,20.76434396,3356.938807,-70.95,326,463,10
1355,(E)-2-Heptene,CCCC/C=C/C,20.71757845,2922.441,-53.15,276,396,7
1356,(E)-3-Heptene,CCC/C=C/CC,20.72708813,2904.480836,-53.15,274,394,7
1357,"2,2,4-Trimethylheptane",CCCC(C)CC(C)(C)C,20.72361122,3245.26343,-68.65,316,450,10
1358,"2,2,3,5,5-Pentamethylhexane",CC(CC(C)(C)C)C(C)(C)C,19.87328958,3055.069901,-73.15,439,439,11
1359,cis-3-Octene,CCCC/C=C\CC,20.75481125,3118.390991,-58.15,295,423,8
1360,trans-4-Octene,CCC/C=C/CCC,20.94387651,3168.633398,-58.96,353,396,8
1361,trans-3-Octene,CCCC/C=C/CC,20.84364499,3107.695484,-62.869,355,396,8
1362,4-Pentylphenol,CCCCCC1=CC=C(C=C1)O,23.05718911,5292.549401,-66.809,401,525,11
1363,4-Methyl-3-heptanol,CCCC(C)C(CC)O,23.80872986,5256.571509,-0.65,325,434,8
1364,3-Octyne,CCCCC#CCC,21.31857619,3401.125415,-59.03,307,432,8
1365,Isobutyl isocyanate,CC(C)CN=C=O,21.0287498,2921.787066,-67.632,373,375,5
1366,"cis-1,2-Dimethylcyclobutane",C[C@@H]1CC[C@@H]1C,20.32316865,2631.647529,-42,341,341,6
1367,"trans-1,2-Dimethylcyclobutane",C[C@@H]1CC[C@H]1C,20.29348833,2552.622808,-42,333,333,6
1368,(Z)-2-Methyl-3-hexene,CC/C=C\C(C)C,20.76876492,2828.26527,-53.15,268,383,7
1369,3-Ethylheptane,CCCCC(CC)CC,20.86073017,3259.769716,-67.15,313,444,9
1370,5-Methylnonane,CCCCC(C)CCCC,20.82384275,3381.115951,-74.65,330,467,10
1371,4-Ethyloctane,CCCCC(CC)CCC,20.80183004,3377.155504,-72.71,328,465,10
1372,"2,2-Dimethyloctane",CCCCCCC(C)(C)C,20.79480716,3314.8015,-72.45,324,458,10
1373,"2,5-Dimethyloctane",CCCC(C)CCC(C)C,20.786656,3321.478997,-72.95,325,460,10
1374,"3,4-Dimethyloctane",CCCCC(C)C(C)CC,20.77889629,3375.359488,-71.75,328,465,10
1375,"3,5-Dimethyloctane",CCCC(C)CC(C)CC,20.77502795,3335.985283,-71.85,325,461,10
1376,"3,6-Dimethyloctane",CCC(C)CCC(C)CC,20.8101654,3354.636222,-72.65,326,462,10
1377,"4,4-Dimethyloctane",CCCCC(C)(C)CCC,20.75506454,3331.610371,-69.65,323,459,10
1378,"4,5-Dimethyloctane",CCCC(C)C(C)CCC,20.7642058,3362.97158,-71.25,327,464,10
1379,2-Methyl-1-heptene,CCCCCC(=C)C,20.77099843,3089.838936,-58.15,293,419,8
1380,2-Propyl-1-pentene,CCCC(=C)CCC,20.77585688,3077.404977,-58.15,292,417,8
1381,"4,5-Dimethyl-1-hexene",CC(C)C(C)CC=C,20.81032658,3008.097165,-58.15,286,408,8
1382,cis-Bicyclo[5.3.0]decane,C1CC[C@@H]2CCC[C@@H]2CC1,21.48447744,4008.174344,-60.609,295,378,10
1383,"2,4,4-Trimethyl-1-pentanol",CC(CC(C)(C)C)CO,21.10807386,3231.378842,-108.32,352,446,8
1384,"2-Propanamine, N-ethyl-N-nitroso-",CCN(C(C)C)N=O,21.21714731,3818.52883,-70.61,273,350,5
1385,Dicyanobutadiyne,C(#CC#N)C#CC#N,20.13030412,3635.59305,0,341,370,6
1386,"1,5-Dimethylcyclopentene",CC1CCC=C1C,20.7364136,2965.7296,-53.15,273,423,7
1387,cis-Bicyclo[5.1.0]octane,C1CC[C@@H]2C[C@@H]2CC1,24.55476743,5245.058583,0,297,332,8
1388,Bicyclo[4.1.0]hept-3-ene,C1C=CCC2C1C2,20.84426668,3104.011348,-56.089,333,385,7
1389,1-Methyl-1-propylcyclopentane,CCCC1(CCCC1)C,20.24534128,3079.200993,-66,419,419,9
1390,(Z)-2-Pentenoic acid,CC/C=C\C(=O)O,22.24987975,3967.354115,-88.15,359,461,5
1391,"3,4-Dimethyl-1-hexene",CCC(C)C(C)C=C,20.79768539,3031.813792,-58.15,288,411,8
1392,4-Ethyl-1-hexene,CCC(CC)CC=C,20.79328745,3039.642581,-58.15,288,412,8
1393,"2,3-Dimethyl-1-hexene",CCCC(C)C(=C)C,20.80643521,3020.761383,-58.15,287,409,8
1394,"2,4-Dimethyl-1-hexene",CCC(C)CC(=C)C,20.80558325,3026.978363,-58.15,287,410,8
1395,"2,2,3-Trimethylhexane",CCCC(C)C(C)(C)C,20.55609816,3102.503154,-63.15,299,435,9
1396,"2,2,4-Trimethylhexane",CCC(C)CC(C)(C)C,20.52685533,3029.05069,-63.15,293,427,9
