,SMILES,VP1,VP2,VP3,VP4,VP5,Column1,Name,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
1058,CCOC(=O)C(C)OC(=O)C,7.813190804,8.996428298,9.990245435,10.8367567,11.56645337,2618,2-Acetoxypropionic acid ethyl ester,22.1186324,3981.56567,-78.058,309,454,7,"[1, 6, 8]",3,TRUE,CHO,ester
1059,C=CC1CC2CC1C=C2,7.576603375,9.145860846,10.3837043,11.38509411,12.21187477,2629,5-Ethenylbicyclo[2.2.1]hept-2-ene,20.23599278,2946.604328,-75.877,335,410,9,"[1, 6]",2,TRUE,CH,alkene
1060,CC(C)C(C)(C(C)C)O,9.753789614,10.25726852,10.71610874,11.1359948,11.52168535,2631,"2,3,4-Trimethyl-3-pentanol",23.58146471,5183.119044,-0.15,324,446,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1061,CC1CCCC(C1)(C)C,7.608118107,9.229871024,10.49491299,11.50927319,12.34074738,2632,"1,1,3-Trimethylcyclohexane",20.64624437,3214.238399,-57.31,327,411,9,"[1, 6]",2,TRUE,CH,alkane
1062,CCCCC(C)C(C)C,7.595286398,9.165550415,10.39872734,11.39283928,12.21126133,2634,"2,3-Dimethylheptane",20.78244227,3225.921715,-65.15,310,441,9,"[1, 6]",2,TRUE,CH,alkane
1063,CCC(CC)CC(C)C,9.954227407,10.38026494,10.78393506,11.16695417,11.53086746,2635,4-Ethyl-2-methylhexane,20.78083046,3172.501741,-64.15,305,434,9,"[1, 6]",2,TRUE,CH,alkane
1064,CCCC(C)(CC)CC,9.876432517,10.67869362,11.37318035,11.98024311,12.51541219,2636,3-Ethyl-3-methylhexane,20.67928646,3199.902504,-64.15,309,442,9,"[1, 6]",2,TRUE,CH,alkane
1065,CCC(C)C(CC)CC,7.40484485,9.091888563,10.39474227,11.43122747,12.2754566,2637,3-Ethyl-4-methylhexane,20.80846149,3243.191103,-64.15,310,441,9,"[1, 6]",2,TRUE,CH,alkane
1066,C1CC(CCC1N)N,7.568268398,9.137619072,10.37374597,11.37259422,12.19650057,2640,"1,4-Diamino-cyclohexane",22.29956954,4598.980837,-43.4,383,473,6,"[1, 6, 7]",3,TRUE,CHN,amine
1067,C#CC#CC#C,7.616500796,9.152177757,10.37432455,11.37006484,12.19697893,2643,"1,3,5-Hexatriyne",22.22217965,3779.923689,0,253,263,6,"[1, 6]",2,TRUE,CH,alkyne
1068,C1=CC=C(C=C1)CN=C=O,7.237906054,9.054324569,10.43508761,11.52014556,12.39530302,2646,Benzyl isocyanate,21.41196904,5085.475621,0,333,393,8,"[1, 6, 7, 8]",4,TRUE,CHON,aromatic
1069,CC(C)(C)C1CCCCC1,7.566870231,9.133820508,10.36737711,11.36371129,12.18524999,2648,tert-Butylcyclohexane,20.69162832,3465.878713,-66.588,357,446,10,"[1, 6]",2,TRUE,CH,alkane
1070,CCCC(CCC)CCC,9.285258042,9.947661559,10.53682499,11.06425892,11.53918195,2649,4-Propylheptane,20.88905196,3358.780875,-71.95,325,459,10,"[1, 6]",2,TRUE,CH,alkane
1071,CCC(C(C)(C)C)C(C)(C)C,7.572928579,9.137832498,10.37210367,11.37051443,12.19477541,2650,"3-(1,1-Dimethylethyl)-2,2-dimethylpentane",19.68503022,3011.873405,-84,453,453,11,"[1, 6]",2,TRUE,CH,alkane
1072,CCCCC1=CC=CC=C1O,9.515808334,10.09234694,10.61520241,11.09153909,11.52730078,2652,2-Butylphenol,20.59240993,3552.552621,-116.681,382,520,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1073,CCCCCCC(C)C,7.573559059,9.14898153,10.38814574,11.38832695,12.21257963,2654,2-Methyloctane,20.80754045,3223.388872,-69.15,313,444,9,"[1, 6]",2,TRUE,CH,alkane
1074,CCCCCC(CC)C(=O)O,7.594673848,9.158290135,10.38779252,11.37993418,12.19739964,2659,2-Ethylheptanoic acid,26.26098299,7630.766998,0,386,475,9,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
1075,C1CC[C@@H]2CCC[C@H]2C1,7.616667349,9.172739617,10.40034631,11.39356055,12.21366248,2662,trans-Hexahydroindane,20.67993119,3390.577273,-63.819,361,479,9,"[1, 6]",2,TRUE,CH,alkane
1076,C1CCCCC(=O)CCC1,7.582708455,9.150244377,10.38390385,11.38009085,12.20135347,2664,Cyclonona,20.41978512,3710.661929,-78.15,333,413,9,"[1, 6, 8]",3,TRUE,CHO,ketone
1077,CCCCCC(C=C)O,7.616117831,9.167388466,10.39149725,11.3820688,12.20011499,2669,1-Octen-3-ol,20.48476407,2907.688337,-124.311,388,448,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1078,CC(CO)C(=O)C,7.885364506,8.34088901,8.764273969,9.158804886,9.527334205,2670,4-Hydroxy-3-methyl-2-buta,22.84143689,4398.080288,-72.831,382,463,5,"[1, 6, 8]",3,TRUE,CHO,ketone
1079,CCCC(C)C=C,7.550569324,9.157845196,10.42360388,11.44624109,12.28966574,2671,3-Methyl-1-hexene,20.77885024,2811.916916,-53.15,266,381,7,"[1, 6]",2,TRUE,CH,alkene
1080,CCC(=C)C=C,9.221364877,9.928883616,10.5707263,11.15563199,11.69085511,2672,"2-Ethyl-1,3-butadiene",24.12344719,3692.908998,-55,348,348,6,"[1, 6]",2,TRUE,CH,alkene
1081,CCC(C)C(=C)CC,7.618908483,9.160076736,10.3827247,11.37634909,12.19978933,2673,2-Ethyl-3-methyl-1-pentene,20.79828406,3036.649221,-58.15,288,411,8,"[1, 6]",2,TRUE,CH,alkene
1082,CCCC(=C)CC,4.931892859,7.096920935,8.853185441,10.3064644,11.52893699,2674,2-Ethyl-1-pentene,20.73420312,2891.356101,-53.15,273,392,7,"[1, 6]",2,TRUE,CH,alkene
1083,CCC(C)C(=C)C,2.316424412,3.990947444,5.403910085,6.612156392,7.657171418,2675,"2,3-Dimethyl-1-pentene",20.77636345,2814.680018,-53.15,267,381,7,"[1, 6]",2,TRUE,CH,alkene
1084,CCC(C)(C)C=C,9.992934705,10.65514802,11.24841854,11.78297996,12.26713606,2676,"3,3-Dimethyl-1-pentene",20.80825425,2761.260044,-53.15,262,374,7,"[1, 6]",2,TRUE,CH,alkene
1085,CCCC(C)(C)C=C,5.964060558,8.274304873,9.96804409,11.26300534,12.28518949,2677,"3,3-Dimethyl-1-hexene",20.83240837,2968.72296,-58.15,282,402,8,"[1, 6]",2,TRUE,CH,alkene
1086,CC(C)CC=C(C)C,7.159128314,8.549371483,9.710928882,10.69593829,11.54180778,2678,"2,5-Dimethyl-2-hexene",20.79531372,3044.017493,-58.15,289,412,8,"[1, 6]",2,TRUE,CH,alkene
1087,CCC(=C)CC(C)C,4.804077775,7.202516964,9.009115834,10.41887898,11.54961982,2679,2-Ethyl-4-methyl-1-pentene,20.80862267,3019.610091,-58.15,287,409,8,"[1, 6]",2,TRUE,CH,alkene
1088,CC(C)C1=CC=C(C=C1)C(C)(C)O,7.569777252,9.069510049,10.29848886,11.32396396,12.19261695,2681,2-(4-Isopropyl-phenyl)-2-propanol,29.5329564,8543.051212,0,322,340,12,"[1, 6, 8]",3,TRUE,CHO,alcohol
1089,CCC1=CC=C(C=C1)C=C,6.363945192,8.585901156,10.14564466,11.3008224,12.19076837,2684,4-Ethylstyrene,24.56383962,6587.263065,40.023,300,465,10,"[1, 6]",2,TRUE,CH,aromatic
1090,C(CC#N)C=O,4.848686693,7.172434148,8.954904765,10.36549159,11.50958225,2690,"Butanenitrile, 4-oxa",20.78083046,4356.490996,0,331,434,4,"[1, 6, 7, 8]",4,TRUE,CHON,aldehyde
1091,CC(C)CCC(C)(C)C,4.854373366,7.200494885,8.986240137,10.39096053,11.52484915,2691,"2,2,5-Trimethylhexane",20.6627539,3069.023567,-61.34,293,424,9,"[1, 6]",2,TRUE,CH,alkane
1092,CC(C)CCC=C,4.873098298,7.526122879,9.473842825,10.96451567,12.14212259,2692,5-Methyl-1-hexene,20.7723109,2822.969324,-53.15,313,393,7,"[1, 6]",2,TRUE,CH,alkene
1093,CCC(C)/C=C\C,7.594075196,8.831444569,9.890102849,10.80615886,11.60660749,2706,(Z)-4-Methyl-2-hexene,20.7676827,2830.798113,-53.15,268,384,7,"[1, 6]",2,TRUE,CH,alkene
1094,CCC(C)/C=C/C,7.188129351,8.539452322,9.68481157,10.66796104,11.52108107,2707,(E)-4-Methyl-2-hexene,20.76231768,2840.699229,-53.15,269,385,7,"[1, 6]",2,TRUE,CH,alkene
1095,CC(C)CCC(C)(C)O,7.577577072,9.157509567,10.39225881,11.38380755,12.19756645,2711,"2,5-Dimethyl-2-hexanol",19.87522375,2316.400604,-148.15,337,428,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1096,CC(C)COC(=O)CCC(=O)C,7.594087142,8.938191772,10.0050398,10.87239764,11.59143524,2715,Isobutyl levulinate,21.92316595,4398.550015,-79.949,338,503,9,"[1, 6, 8]",3,TRUE,CHO,ester
1097,CC(=C)C(=O)NC,7.604474237,8.913739224,9.998652876,10.91233052,11.69234709,2725,"Methacrylamide, N-methyl-",22.28393499,4345.171488,-84.507,356,489,5,"[1, 6, 7, 8]",4,TRUE,CHON,amide
1098,C=COCCCCOC=C,7.602042294,8.948959126,9.985214621,10.80717486,11.47508428,2726,"1,4-Bis(ethenyloxy) butane",23.61264172,4909.871271,-33.952,333,440,8,"[1, 6, 8]",3,TRUE,CHO,ester
1099,CC1=CC(=C(C=C1C)C=C)C,7.582025293,8.803018739,9.86136189,10.78752554,11.60481666,2733,"2,4,5-Trimethylstyrene",20.79856037,3637.419,-98.135,352,472,11,"[1, 6]",2,TRUE,CH,aromatic
1100,CCCCCCC1(CCCCC1)O,7.608022364,9.066995405,10.23125201,11.1819004,11.9727875,2734,1-Hexyl-1-cyclohexanol,21.04403897,4107.945356,-87.915,380,491,12,"[1, 6, 8]",3,TRUE,CHO,alcohol
1101,CC[C@@H](CC1=CC=CC=C1)CO,7.581871458,9.153507181,10.38775878,11.38273541,12.20186823,2736,2-Ethyl-3-phenyl-1-propanol,24.96354536,6053.22911,-63.009,353,393,11,"[1, 6, 8]",3,TRUE,CHO,alcohol
1102,CC(C)CC(C(C)(C)C)O,7.576890378,9.152885083,10.38919298,11.38495309,12.20414597,2738,"2,2,5-Trimethyl-3-hexanol",25.62523924,6108.758252,-0.15,331,433,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
1103,CC(C)(C)C1=CC=NC=C1,7.59008255,9.151929028,10.38136598,11.37430731,12.19300443,2740,4-tert-Butyl pyridine,25.13957799,6242.865413,0,283,304,9,"[1, 6, 7]",3,TRUE,CHN,aromatic
1104,CC(C)OC[C@H]1CO1,7.570299992,9.137616326,10.37363451,11.37335799,12.19863504,2743,"(2,3-Epoxypropyl)-isopropyl ether",31.56475749,5309.761224,0,285,311,6,"[1, 6, 8]",3,TRUE,CHO,ester
1105,CCCCC(C)(C)CC,7.592022196,9.121133554,10.32995829,11.30958703,12.11955949,2744,"3,3-Dimethylheptane",20.63830045,3143.949686,-65.15,306,438,9,"[1, 6]",2,TRUE,CH,alkane
1106,CC(C)CCC(C)C(C)C,7.586667852,9.159521242,10.39524609,11.39174164,12.212347,2746,"2,3,6-Trimethylheptane",20.74992977,3301.216248,-71.25,322,457,10,"[1, 6]",2,TRUE,CH,alkane
1107,CCC/C=C/C,7.575402715,9.154717562,10.39322881,11.39050724,12.2107778,2749,(E)-2-Hexene,20.7654492,2701.715193,-48.62,254,364,6,"[1, 6]",2,TRUE,CH,alkene
1108,CCOC(=O)[C@H](CC(C)C)NC(=O)C,7.561728332,9.226048966,10.46941014,11.43359244,12.20313343,2751,N-Acetyl-L-leucine ethyl ester,28.28564606,8993.897373,0,396,476,10,"[1, 6, 7, 8]",4,TRUE,CHON,ester
1109,COC(=O)CCC#N,7.17144797,8.673713289,9.84193567,10.7763837,11.54084624,2755,"Propanoic acid, 3-cyano-, methyl ester",20.20518419,4043.339423,0,294,411,5,"[1, 6, 7, 8]",4,TRUE,CHON,ester
1110,CC1=NN(N=N1)C,7.61090692,9.165499057,10.38997911,11.37940197,12.19552419,2760,"2,5-Dimethyl-2H-tetrazole",24.07810929,5416.299534,0.114,315,373,3,"[1, 6, 7]",3,TRUE,CHN,aromatic
1111,C/C=C/C1=CC=C(C=C1)OC,7.610458593,9.172984758,10.40177722,11.39344054,12.21057532,2764,trans-Anethol,30.43768814,8268.074198,-19.541,293,363,10,"[1, 6, 8]",3,TRUE,CHO,ester
1112,CCCCOC(=O)CCOC,7.56807172,9.142269495,10.38039986,11.3797013,12.20319854,2768,3-Methoxy-propanoic acid butyl ester,24.63777562,6166.286038,1.367,323,413,8,"[1, 6, 8]",3,TRUE,CHO,ester
1113,CCCC(C(C)(C)C)O,7.621713549,9.008057527,10.09603149,10.97260026,11.69392497,2770,"2,2-Dimethyl-3-hexanol",23.49143364,5132.462172,-0.15,323,432,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1114,CCCCCCC1=CCCC1,7.604500355,8.929129769,10.01523615,10.92192358,11.69025864,2786,1-Hexylcyclopentene,20.66673737,3499.259289,-92.706,407,476,11,"[1, 6]",2,TRUE,CH,alkene
1115,CCCCCCC1CCCCC1,7.587823647,9.150679311,10.38265892,11.37878016,12.20085739,2788,Hexylcyclohexane,20.90839368,3870.645541,-85.35,376,530,12,"[1, 6]",2,TRUE,CH,alkane
1116,CCCCCC1CCCCC1,7.587823647,9.150679311,10.38265892,11.37878016,12.20085739,2789,Pentylcyclohexane,20.88813093,3728.115524,-78.15,359,508,11,"[1, 6]",2,TRUE,CH,alkane
1117,CCC1=CC(=CC(=C1)O)O,7.794027361,9.172184446,10.28412547,11.20019314,11.96795389,2790,"1,3-Dihydroxy-5-ethylbenzene",21.29707004,4265.308626,-143.42,408,479,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1118,CCCCCCCC1OCCCO1,7.606579087,9.16086092,10.38804634,11.38156024,12.20234181,2793,"2-Heptyl-1,3-dioxane",27.41895303,7460.375701,0,318,453,11,"[1, 6, 8]",3,TRUE,CHO,ester
1119,CC(C(CO)O)O,7.606691346,9.159003618,10.38462606,11.37686947,12.19659801,2799,"1,2,3-Butanetriol",27.03204966,8433.312309,5.856,375,537,4,"[1, 6, 8]",3,TRUE,CHO,alcohol
1120,CC(C)COCCO,7.103195355,8.584530741,9.764232463,10.72591668,11.52490804,2800,2-Isobutoxyethanol,22.37992976,4048.902469,-59.859,344,432,6,"[1, 6, 8]",3,TRUE,CHO,ester
1121,CCC(CC)COCCO,7.401537403,9.058958436,10.34545753,11.37301941,12.21267163,2810,Ethylene glycol mono(2-ethylbutyl) ether,23.55655074,5154.553174,-41.06,293,470,8,"[1, 6, 8]",3,TRUE,CHO,ester
1122,CC[C@@H](C#N)O,7.604803866,9.161546626,10.3876748,11.37839992,12.19557647,2812,2-Hydroxybutyro-nitrile,26.23385853,6521.466696,-8.486,314,482,4,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
1123,CCCC(=CCC)CCC,7.598560431,8.798943699,9.854293513,10.78939741,11.62369882,2815,4-Propyl-3-heptene,20.34244129,3199.973884,-76.12,333,372,10,"[1, 6]",2,TRUE,CH,alkene
1124,CC(C)(C)COC(=O)C=C,7.599798777,9.084476041,10.26700346,11.23109898,12.03216735,2817,Neopentyl acrylate,25.48427498,5688.223321,0,302,324,8,"[1, 6, 8]",3,TRUE,CHO,ester
1125,CN(C=C)N=O,7.584308636,9.1528158,10.38672103,11.38277332,12.20370112,2822,"Ethenamine, N-methyl-N-nitroso-",19.92261095,2830.811929,-77.161,273,321,3,"[1, 6, 7, 8]",4,TRUE,CHON,alkene
1126,CCCCCCC(=C)C,7.611589996,9.165373606,10.39122802,11.38305893,12.20204183,2825,2-Methyl-1-octene,20.37481563,3095.273037,-68,418,418,9,"[1, 6]",2,TRUE,CH,alkene
1127,CCCC1=CC(=CC=C1)N,7.614756807,9.167752076,10.39266662,11.38353194,12.20157924,2832,3-Propylaniline,29.20318017,9515.930255,94.707,350,371,9,"[1, 6, 7]",3,TRUE,CHN,amine
1128,C[C@]12CC[C@H](C1)C(C2=O)(C)C,8.493130424,9.403129656,10.21798246,10.95186976,11.61628778,2833,D-Fenchone,22.44467845,4700.128795,-33.58,301,464,10,"[1, 6, 8]",3,TRUE,CHO,ketone
1129,CCC1CCC1,7.604158084,9.161238679,10.38860143,11.38094813,12.19988235,2844,Ethylcyclobutane,20.50154992,2708.346638,-42,344,344,6,"[1, 6]",2,TRUE,CH,alkane
1130,CC1=CC2CCC1CC2,7.602250722,8.858298949,9.93365659,10.86469758,11.67864677,2850,2-Methylbicyclo[2.2.2]-oct-2-ene,20.86178936,3382.085339,-61.62,363,402,9,"[1, 6]",2,TRUE,CH,alkene
1131,CCC(C)C(C)(C)O,4.883551817,7.242561991,9.028084091,10.42658021,11.55158226,2851,"2,3-Dimethyl-2-pentanol",19.13678471,2014.761956,-148.15,323,416,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
1132,CC1(CCC2=CC=CC=C21)C,7.602207801,8.715952207,9.65890261,10.46754836,11.16867545,2852,"1,1-Dimethylindane",20.81976718,3641.291948,-75.381,379,467,11,"[1, 6]",2,TRUE,CH,aromatic
1133,CC/C=C(/C)\CC,7.568059,9.140121286,10.37782596,11.37759008,12.20201048,2853,(Z)-3-Methyl-3-hexene,20.729644,2854.883153,-58.359,276,393,7,"[1, 6]",2,TRUE,CH,alkene
1134,C/C=C(/C)\C(C)C,7.611906943,9.030250556,10.17149735,11.10962417,11.89442684,2854,"(Z)-3,4-Dimethyl-2-pentene",20.75428166,2853.823964,-53.15,270,387,7,"[1, 6]",2,TRUE,CH,alkene
1135,C/C=C(\C)/C(C)C,7.603484158,9.168462818,10.39988471,11.39412027,12.21367696,2855,"(E)-3,4-Dimethyl-2-pentene",20.74454172,2871.553869,-53.15,271,389,7,"[1, 6]",2,TRUE,CH,alkene
1136,CC[C@H]1CCC[C@@H](C1)C,7.573070492,9.140756777,10.3751127,11.37223395,12.19451675,2859,trans-1-Ethyl-3-methylcyclohexane,20.85957887,3375.0141,-63.15,318,453,9,"[1, 6]",2,TRUE,CH,alkane
1137,CCC1(CCCCC1)C,7.597128354,9.157457751,10.38740446,11.38185525,12.2025359,2861,1-Ethyl-1-methylcyclohexane,20.40919323,3217.102814,-63.15,314,455,9,"[1, 6]",2,TRUE,CH,alkane
1138,CC1=NON=C1C,7.174521478,8.526283433,9.67463935,10.6622879,11.52075833,2864,Dimethylfurazan,25.96164692,6147.902198,0,353,427,4,"[1, 6, 7, 8]",4,TRUE,CHON,aromatic
1139,COC(=O)[C@H]([C@@H](C(=O)OC)O)O,7.577207874,8.932685318,10.02906003,10.93414304,11.69398118,2869,Dimethyl-D-tartrate,24.24794797,6603.210769,-34.093,375,553,6,"[1, 6, 8]",3,TRUE,CHO,ester
1140,CC1=NN=NN1C,7.574466824,9.146091592,10.3838437,11.38389833,12.2087279,2875,"1,5-Dimethyl-1H-tetrazole",27.31109994,8402.775426,-0.459,346,387,3,"[1, 6, 7]",3,TRUE,CHN,aromatic
1141,CC(C)C(C(C)(C)C)O,7.62877319,8.852560493,9.8808687,10.75707046,11.51259076,2879,"2,2,4-Trimethyl-3-pentanol",16.70640614,1146.917635,-202.75,329,431,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1142,CCC(C)(C)C(C)(C)CC,7.571802512,9.04315463,10.21943964,11.18132841,11.98254086,2880,"3,3,4,4-Tetramethylhexane",20.57714379,3437.068768,-63.45,328,474,10,"[1, 6]",2,TRUE,CH,alkane
1143,CCCCCC(CCCC)O,7.60879845,9.164966023,10.39241724,11.38535683,12.20513166,2884,5-Decanol,20.85359215,3039.412323,-148.15,368,393,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1144,CCCC(C)(C(C)(C)C)O,7.568754468,9.033580786,10.14004951,11.00533195,11.70053801,2896,"2,2,3-Trimethyl-3-hexanol",17.93462806,1740.524072,-174.55,343,444,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
1145,CCOC(=O)CC(=CC(=O)OCC)C(=O)OCC,7.58177615,8.766727564,9.815698523,10.75082575,11.58968835,2897,Aconitic acid triethyl ester,31.78647341,10693.57128,0,423,443,12,"[1, 6, 8]",3,TRUE,CHO,ester
1146,CCOC(=O)C(CCC(C)C)C(=O)OCC,7.574469193,9.061931818,10.28786764,11.31567596,12.18979586,2899,Diethyl isopentylmalonate,23.55295871,6546.505006,0,375,419,12,"[1, 6, 8]",3,TRUE,CHO,ester
1147,CCCCCCCCC1OCCO1,7.580365609,9.114973213,10.34765586,11.35953626,12.20506407,2903,"2-Octyl-1,3-dioxolane",26.2175332,7430.495055,3.805,293,373,11,"[1, 6, 8]",3,TRUE,CHO,ester
1148,CCCCC1(CCCCC1)O,4.549139568,4.933382829,5.304944794,5.664443059,6.012455757,2904,1-Butyl-cyclohexanol,24.3251997,5936.391337,-17.29,362,481,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1149,C[C@@H](CC1=CC=CC=C1)C=O,9.459079914,10.05346421,10.58996542,11.07664623,11.52013832,2905,2-Methyl-3-phenyl propanal,17.52287979,2362.661841,-145.7,293,373,10,"[1, 6, 8]",3,TRUE,CHO,aldehyde
1150,CC(C)C(C(C)C)(C(C)(C)C)O,6.38642195,8.064166545,9.4184219,10.53452036,11.4702072,2909,"3-Isopropyl-2,2,4-trimethyl-3-pentanol",17.53073161,1895.027532,-173.15,321,458,11,"[1, 6, 8]",3,TRUE,CHO,alcohol
1151,CCCCC(C)(CC)O,7.583070207,8.982815889,10.09873714,11.00921352,11.76619736,2914,3-Methyl-3-heptanol,20.04538479,2570.145481,-132.25,339,440,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1152,CC(C(C)O)C(C)O,7.592275965,9.156748617,10.38855554,11.38360568,12.20417246,2926,"3-Methyl-2,4-pentanediol",22.76218191,4328.666558,-98.181,368,424,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
1153,[2H]N([2H])CC,7.610021803,8.818331882,9.871489305,10.79757472,11.618278,2938,Ethanamine-d2,21.52486479,2444.815774,-45.996,213,289,2,"[1, 6, 7]",3,TRUE,CHN,amine
1154,CC(C)C(=O)C(C)(C)C,6.411306349,8.225178699,9.599167598,10.67598333,11.54262836,2941,"2,2,4-Trimethyl-3-penta",25.22827357,5052.97233,-39.339,287,408,8,"[1, 6, 8]",3,TRUE,CHO,ketone
1155,CC(C)(C)C(C)(C(C)(C)C)O,7.569483503,9.144037204,10.3814483,11.3795283,12.20158909,2942,"2,2,3,4,4-Pentamethyl-3-pentanol",18.37647111,2202.422641,-146.25,343,468,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1156,CCN(CC)COC,7.60343054,9.155237015,10.38045317,11.37236318,12.19181325,2946,N-Ethyl-N-(methoxymethyl) ethanamine,27.06364112,6980.862356,73.761,293,318,6,"[1, 6, 7, 8]",4,TRUE,CHON,ester
1157,CCCCCC(CC)CCC,7.588418027,9.150739848,10.38152175,11.37617421,12.19670256,2948,4-Ethylnonane,20.29539947,3306.028651,-80.15,457,457,11,"[1, 6]",2,TRUE,CH,alkane
1158,C/C=C\C1=CC(=C(C=C1)O)OC,5.98984128,7.785985304,9.270737526,10.51861598,11.58211839,2949,cis-Isoeugenol,27.80134334,8073.892592,-5.951,293,373,10,"[1, 6, 8]",3,TRUE,CHO,ester
1159,C(/C=C\CO)O,7.607004981,9.054333486,10.21468674,11.16571808,11.95938226,2960,"cis-2-Buten-1,4-diol",36.19092725,18249.55953,232.927,382,507,4,"[1, 6, 8]",3,TRUE,CHO,alcohol
1160,CC(C)OCC=C,7.576522027,9.148720361,10.38593675,11.38492374,12.20844614,2973,Allyl isopropyl ether,20.87155232,2805.483493,-52.464,254,353,6,"[1, 6, 8]",3,TRUE,CHO,ester
1161,CC(C)(C)OC(C)(C)C,7.573755378,9.145924097,10.3852108,11.38721812,12.21413812,2979,Di-tert-butyl ether,20.61700153,2927.690894,-58.273,289,382,8,"[1, 6, 8]",3,TRUE,CHO,ester
1162,CCC(C)(CC)C=C,9.608627473,10.01913252,10.40781839,10.77637965,11.12633981,2982,3-Ethyl-3-methyl-1-pentene,20.79768539,3031.813792,-58.15,288,411,8,"[1, 6]",2,TRUE,CH,alkene
1163,C=CCN(CC=C)C1=CC=CC=C1,7.57559677,9.021025162,10.24318205,11.29009066,12.19692323,2984,"N,N-Diallylaniline",30.53177176,13542.57363,199.178,396,514,12,"[1, 6, 7]",3,TRUE,CHN,amine
1164,C[C@H](C(=O)NC(C)C)O,7.217880217,8.547395596,9.684632485,10.66848987,11.52803699,2986,"Lactamide, N-isopropyl",30.35341352,10670.49708,49.204,370,407,6,"[1, 6, 7, 8]",4,TRUE,CHON,amide
1165,CCCCCCCCNC(=O)C(C)O,7.202331457,8.834555664,9.995588278,10.86372928,11.53739579,2987,N-Octyllactamide,31.85999495,11571.99138,0,404,470,11,"[1, 6, 7, 8]",4,TRUE,CHON,amide
1166,CCCCC(C)(C)CCCC,7.615861388,9.167604136,10.3945015,11.38889392,12.21115279,2999,"5,5-Dimethylnonane",20.00617176,3113.463459,-83,450,450,11,"[1, 6]",2,TRUE,CH,alkane
1167,CCCCCC/C=C\C,7.592231729,8.778235088,9.825652568,10.75743418,11.59172764,3008,cis-2-ne,20.84475023,3291.591442,-70.682,379,425,9,"[1, 6]",2,TRUE,CH,alkene
1168,CCCCCC/C=C/C,7.610177369,9.183079731,10.40795569,11.38880774,12.19195283,3009,trans-2-ne,20.81193839,3246.976553,-73.521,379,422,9,"[1, 6]",2,TRUE,CH,alkene
1169,CCCC/C=C\C,7.603640825,9.159575683,10.38545542,11.37622956,12.19361462,3010,(Z)-2-Heptene,20.71587454,2926.125136,-53.15,276,397,7,"[1, 6]",2,TRUE,CH,alkene
1170,CCCCCCC1OC(C(O1)C)C,10.20562477,10.56622847,10.90318648,11.21875073,11.51489598,3011,"4,5-Dimethyl-2-hexyl-1,3-dioxolane",28.24558108,7488.943875,-8.71,293,373,11,"[1, 6, 8]",3,TRUE,CHO,ester
1171,CC1(CC2(CC1CC2=O)C)C,9.487217044,10.06842123,10.59307846,11.06905833,11.50283488,3015,Isofenchone,23.34436753,5595.05382,0.715,361,472,10,"[1, 6, 8]",3,TRUE,CHO,ketone
1172,C=C[C@@H]1CC[C@H]1C=C,10.16820735,10.55232128,10.90681586,11.23498988,11.53966978,3016,"trans-1,2-Divinylcyclobutane",23.80159185,4697.27359,0,353,386,8,"[1, 6]",2,TRUE,CH,alkene
1173,CC(=C)C(=O)NC(C)(C)C,7.585405002,9.15473216,10.38898152,11.38511836,12.20598611,3017,"Methacrylic acid, N-tert-butyl amide",21.55157477,3699.837477,-97.269,391,433,8,"[1, 6, 7, 8]",4,TRUE,CHON,amide
1174,CC(C)C(C)CCO,7.588710381,9.155811842,10.38954287,11.38605358,12.2077618,3019,"3,4-Dimethyl-1-pentanol",25.32613344,6044.285869,-0.15,385,425,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
1175,CC1=C2CCCC2=C(C=C1)C,9.477279156,10.07375391,10.61077812,11.096818,11.53880511,3024,"4,7-Dimethylindane",21.41639,4256.245651,-70.27,409,470,11,"[1, 6]",2,TRUE,CH,aromatic
1176,C#CC1CC1,10.17154694,10.54876166,10.900435,11.22907613,11.53687599,3031,Ethynylcyclopropane,23.04887678,3746.305946,0,291,320,5,"[1, 6]",2,TRUE,CH,alkyne
1177,CCCCCCCCC#CCC,7.04269797,8.622354887,9.821594075,10.76306691,11.5218156,3035,3-Dodecyne,20.95281054,3707.963299,-99.01,443,493,12,"[1, 6]",2,TRUE,CH,alkyne
