,Column1,Name,SMILES,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
586,999,"7,8,9-Trioxabicyclo-[4.2.1]nonane",C1CCC2OC(C1)OO2,12.659958229045213,893.0484179773688,0.0,276,311,6,"[1, 6, 8]",3,True,CHO,ester
587,1000,cis-Bicyclo[3.1.0]hexane,C1C[C@@H]2C[C@@H]2C1,22.590109726942263,3798.7726502302753,-9.091,298,320,6,"[1, 6]",2,True,CH,alkane
588,1001,Cyclobutane,C1CCC1,20.82540851167163,2361.301012865394,-31.72,210,308,4,"[1, 6]",2,True,CH,alkane
589,1003,Cyclopentane,C1CCCC1,20.8794501838042,2653.8905006321475,-38.64,236,348,5,"[1, 6]",2,True,CH,alkane
590,1005,Oxazole,C1=COC=N1,21.45023800250649,2897.0734200585275,-50.771,293,344,3,"[1, 6, 7, 8]",4,True,CHON,aromatic
591,1007,Ethylene ozonide,C1OCOO1,23.70159057718142,4182.556020605058,0.0,273,289,2,"[1, 6, 8]",3,True,CHO,ester
592,1008,Cycloheptane,C1CCCCCC1,20.63876096403353,3044.5240616585875,-57.853,291,408,7,"[1, 6]",2,True,CH,alkane
593,1009,Cyclooctane,C1CCCCCCC1,20.69047702522218,3310.477245069585,-63.051,358,413,8,"[1, 6]",2,True,CH,alkane
594,1010,Cyclododecane,C1CCCCCCCCCCC1,20.790386192407187,3756.20936478628,-70.012,345,490,12,"[1, 6]",2,True,CH,alkane
595,1012,2-Propenylbenzene,C=CCC1=CC=CC=C1,22.600563463264457,4460.936255762945,-26.15,323,455,9,"[1, 6]",2,True,CH,aromatic
596,1013,1-Phenyl-2-propylamine,CC(CC1=CC=CC=C1)N,19.275515459726407,2840.2870664951083,-113.54,293,354,9,"[1, 6, 7]",3,True,CHN,amine
597,1029,Decanoic acid,CCCCCCCCCC(=O)O,21.365917336401047,3864.198303062608,-150.45,431,572,10,"[1, 6, 8]",3,True,CHO,carboxylic_acid
598,1144,Cyanic acid,C(#N)O,21.488023423882524,2499.925845804008,-45.736,273,303,1,"[1, 6, 7, 8]",4,True,CHON,alcohol
599,1196,Diethoxymethane,CCOCOCC,22.12411255582213,3528.842902363676,-27.499,273,348,5,"[1, 6, 8]",3,True,CHO,ester
600,1203,"2,2-Dimethylpropane",CC(C)(C)C,20.35291805058925,2160.363622140176,-37.901,259,298,5,"[1, 6]",2,True,CH,alkane
601,1204,"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,20.528812525843065,2761.720560537058,-47.242,261,368,7,"[1, 6]",2,True,CH,alkane
602,1205,"3,3-Dimethyl-2-butanol",CC(C(C)(C)C)O,23.91464877583616,4335.767730107788,-43.15,309,413,6,"[1, 6, 8]",3,True,CHO,alcohol
603,1206,D-Camphor,C[C@@]12CC[C@@H](C1(C)C)CC2=O,21.399765337268065,4227.127160250143,-52.462,451,505,10,"[1, 6, 8]",3,True,CHO,ketone
604,1207,(+)-3-Thujone,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,22.72020578469643,4896.626801889092,-36.821,311,474,10,"[1, 6, 8]",3,True,CHO,ketone
605,1211,"1,2,3,4-Tetramethylbenzene",CC1=C(C(=C(C=C1)C)C)C,20.363003373296564,3322.0776687680896,-102.07,362,509,10,"[1, 6]",2,True,CH,aromatic
606,1212,"1,3-Dihydroxy-2,5-dimethyl benzene",CC1=CC(=C(C(=C1)O)C)O,21.02375319158213,4119.554989875647,-131.45,393,459,8,"[1, 6, 8]",3,True,CHO,alcohol
607,1213,4-Methylquinoline,CC1=CC=NC2=CC=CC=C12,21.64172097883988,4489.727779765743,-95.029,463,540,10,"[1, 6, 7]",3,True,CHN,aromatic
608,1214,"3,4-Dihydro-1H-2-benzopyrane",C1COCC2=CC=CC=C21,21.09983060305466,3928.606213283837,-79.025,408,536,9,"[1, 6, 8]",3,True,CHO,ester
609,1215,"1,4-Benzodioxane",C1COC2=CC=CC=C2O1,23.935372041673105,6064.318359418418,0.0,365,487,8,"[1, 6, 8]",3,True,CHO,ester
610,1217,Indan,C1CC2=CC=CC=C2C1,20.981846142889644,3631.915821466461,-66.828,375,465,9,"[1, 6]",2,True,CH,aromatic
611,1218,"2,4-Dihydroxy-toluene",CC1=C(C=C(C=C1)O)O,20.44990293470616,3923.683286355016,-132.921,385,463,7,"[1, 6, 8]",3,True,CHO,alcohol
612,1219,"2,4,5-Trimethylphenol",CC1=CC(=C(C=C1C)O)C,22.906070453402908,4688.153050154504,-68.296,380,505,9,"[1, 6, 8]",3,True,CHO,alcohol
613,1220,(E)-2-Methyl-2-butenal,C/C=C(\C)/C=O,22.05432120165348,3826.758269450525,-26.06,248,390,5,"[1, 6, 8]",3,True,CHO,aldehyde
614,1221,Bicyclo[2.2.1]hept-2-ene,C1CC2CC1C=C2,19.20687539810425,2163.322443984673,-87.051,301,350,7,"[1, 6]",2,True,CH,alkene
615,1222,4-Isopropyl-2-methylphenol,CC1=C(C=CC(=C1)C(C)C)O,22.48449014872663,4813.947878954955,-70.833,344,521,10,"[1, 6, 8]",3,True,CHO,alcohol
616,1225,2-Methoxy-5-(2-propenyl)phenol,COC1=C(C=C(C=C1)CC=C)O,24.376248009428675,6468.237836431434,-23.75,356,527,10,"[1, 6, 8]",3,True,CHO,ester
617,1226,Hydrocinnamic acid,C1=CC=C(C=C1)CCC(=O)O,24.798864477396805,7067.847112742735,-20.296,375,553,9,"[1, 6, 8]",3,True,CHO,carboxylic_acid
618,1227,Cycloheptanol,C1CCCC(CC1)O,22.98841089632837,4288.290728075344,-80.052,284,323,7,"[1, 6, 8]",3,True,CHO,alcohol
619,1228,Cyclohepta,C1CCCC(=O)CC1,21.020759830961243,3660.850105745024,-67.952,374,465,7,"[1, 6, 8]",3,True,CHO,ketone
620,1229,Citronellic acid,CC(CCC=C(C)C)CC(=O)O,25.3375082082009,6737.900484427247,-42.951,373,530,10,"[1, 6, 8]",3,True,CHO,carboxylic_acid
621,1230,Cycloocta,C1CCCC(=O)CCC1,20.61941924925238,3547.6066682864844,-84.669,395,484,8,"[1, 6, 8]",3,True,CHO,ketone
622,1231,5-Nona,CCCCC(=O)CCCC,21.09511030361402,3633.698022328439,-81.803,357,459,9,"[1, 6, 8]",3,True,CHO,ketone
623,1233,2-Butyne,CC#CC,21.13879034282812,2517.73864408341,-38.19,245,320,4,"[1, 6]",2,True,CH,alkyne
624,1235,Azetidine,C1CNC1,20.456557405624917,3327.495651491905,-30.036,210,315,3,"[1, 6, 7]",3,True,CHN,amine
625,1236,Oxetane,C1COC1,21.18645385425309,2684.855664962732,-42.818,300,353,3,"[1, 6, 8]",3,True,CHO,ester
626,1237,(Z)-2-Butenoic acid,C/C=C\C(=O)O,22.524347896686358,3960.9068769683577,-82.35,348,445,4,"[1, 6, 8]",3,True,CHO,carboxylic_acid
627,1238,3-Methylbutanoic acid,CC(C)CC(=O)O,22.148980474826462,3767.710777325785,-95.0,363,464,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
628,1239,"3,5-Dihydroxy-toluene",CC1=CC(=CC(=C1)O)O,20.818178394479627,4089.697368974794,-139.122,395,473,7,"[1, 6, 8]",3,True,CHO,alcohol
629,1240,"2,6-Dimethyl-2,5-heptadien-4-one",CC(=CC(=O)C=C(C)C)C,23.43564199894061,5175.525118692904,-35.947,315,470,9,"[1, 6, 8]",3,True,CHO,ketone
630,1242,"1,3-Propanediol",C(CO)CO,26.700546479849656,7395.903318696875,-0.15,387,510,3,"[1, 6, 8]",3,True,CHO,alcohol
631,1244,"1,3-Dioxane",C1COCOC1,22.807105346106024,4303.531538805872,0.0,1,377,4,"[1, 6, 8]",3,True,CHO,ester
632,1264,1-Methyl-3-isopropylcyclo-pentane carboxylic acid,CC(C)C1CCC(C1)(C)C(=O)O,21.93440257001035,4290.107467713717,-123.484,375,537,10,"[1, 6, 8]",3,True,CHO,carboxylic_acid
633,1267,2-Methyl-2-butene,CC=C(C)C,20.93392934710444,2588.865497605996,-36.52,229,328,5,"[1, 6]",2,True,CH,alkene
634,1274,"2,3-Dimethyl-1,3-butadiene",CC(=C)C(=C)C,21.364719992152693,3036.018312325068,-33.077,273,342,6,"[1, 6]",2,True,CH,alkene
635,1275,3-Hydroxy-2-buta,CC(C(=O)C)O,23.875044312236664,5453.212275737799,24.85,273,418,4,"[1, 6, 8]",3,True,CHO,ketone
636,1279,"3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione",CC1=CC(=O)C(C(=O)O1)C(=O)C,23.44349381410772,5925.064920749418,-45.437,365,542,8,"[1, 6, 8]",3,True,CHO,ester
637,1281,"1,2,3-Trimethylbenzene",CC1=C(C(=CC=C1)C)C,21.117238146357693,3680.085901611897,-65.53,338,479,9,"[1, 6]",2,True,CH,aromatic
638,1282,"2,3-Dimethylphenol",CC1=C(C(=CC=C1)O)C,21.004227269993542,3630.670122931152,-106.977,378,520,8,"[1, 6, 8]",3,True,CHO,alcohol
639,1283,"2,3,5,6-Tetramethylphenol",CC1=CC(=C(C(=C1C)O)C)C,23.48420351855185,6297.27319586172,4.874,381,522,10,"[1, 6, 8]",3,True,CHO,alcohol
640,1284,"1,2,3,5-Tetramethylbenzene",CC1=CC(=C(C(=C1)C)C)C,19.821412333573434,2909.086006488678,-120.52,360,503,10,"[1, 6]",2,True,CH,aromatic
641,1285,"3,4,5-Trimethylphenol",CC1=CC(=CC(=C1C)C)O,23.781329098951804,5834.56411625438,-44.647,397,521,9,"[1, 6, 8]",3,True,CHO,alcohol
642,1286,"1,3-Dihydroxy-4,5-dimethyl benzene",CC1=CC(=CC(=C1C)O)O,16.812094797986724,2316.170345042711,-203.93,424,453,8,"[1, 6, 8]",3,True,CHO,alcohol
643,1287,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,22.59430043181151,4951.414511591792,-45.798,367,493,9,"[1, 6, 8]",3,True,CHO,alcohol
644,1289,1-Methyl-2-isopropylbenzene,CC1=CC=CC=C1C(C)C,22.04386746533129,4383.316112278116,-34.646,355,453,10,"[1, 6]",2,True,CH,aromatic
645,1290,1(2H)-Naphthale,C1C=CC2=CC=CC=C2C1=O,19.991320087585464,3371.1250338339555,-138.205,388,534,10,"[1, 6, 8]",3,True,CHO,ketone
646,1293,"1,1-Diphenyl-hydrazine",C1=CC=C(C=C1)N(C2=CC=CC=C2)N,23.519502148027453,6611.186924174691,-44.143,399,596,12,"[1, 6, 7]",3,True,CHN,aromatic
647,1294,"3,4-Dihydro-2,2-dimethyl-4-oxo-2H-pyran-6-carboxylic acid butyl ester",CCCCOC(=O)C1=CC(=O)CC(O1)(C)C,24.864004609677604,7778.132444133887,0.0,289,500,12,"[1, 6, 8]",3,True,CHO,ester
648,1295,"1,3-Dihydroxy-4-pentylbenzene",CCCCCC1=C(C=C(C=C1)O)O,19.97775786138773,3632.915143396821,-176.431,417,495,11,"[1, 6, 8]",3,True,CHO,alcohol
649,1300,1-Methyl-3-isopropylbenzene,CC1=CC(=CC=C1)C(C)C,21.80734592457894,4152.286236972558,-44.133,352,450,10,"[1, 6]",2,True,CH,aromatic
650,1301,4-Ethylpyridine,CCC1=CC=NC=C1,21.49559892883848,3829.700973199371,-55.85,333,442,7,"[1, 6, 7]",3,True,CHN,aromatic
651,1302,3-Ethylpyridine,CCC1=CN=CC=C1,21.41242955527953,3781.5539189048654,-55.929,334,440,7,"[1, 6, 7]",3,True,CHN,aromatic
652,1304,Diallyl cyanamide,C=CCN(CC=C)C#N,23.09603372357492,5350.9821027790495,-32.619,369,495,7,"[1, 6, 7]",3,True,CHN,amine
653,1307,Pentylbenzene,CCCCCC1=CC=CC=C1,20.92451177407409,3745.200705456676,-80.15,361,510,11,"[1, 6]",2,True,CH,aromatic
654,1308,2-Methylpropylbenzene,CC(C)CC1=CC=CC=C1,20.8609143738056,3522.8630888771704,-68.51,334,470,10,"[1, 6]",2,True,CH,aromatic
655,1309,Benzyl ethyl ether,CCOCC1=CC=CC=C1,22.18158507974326,4428.158956964175,-42.884,299,458,9,"[1, 6, 8]",3,True,CHO,ester
656,1310,4-Tolylhydrazine,CC1=CC=C(C=C1)NN,24.55559636232198,6179.228868484287,-40.878,355,512,7,"[1, 6, 7]",3,True,CHN,aromatic
657,1311,Ethyl levulinate,CCOC(=O)CCC(=O)C,23.04747220396367,5004.574293633746,-44.743,320,479,7,"[1, 6, 8]",3,True,CHO,ester
658,1312,Isobutyl butyrate,CCCC(=O)OCC(C)C,22.47702977302533,4440.949817155757,-25.079,277,430,8,"[1, 6, 8]",3,True,CHO,ester
659,1316,Isobutyl propionate,CCC(=O)OCC(C)C,22.482348744590144,4044.651896800551,-40.891,270,410,7,"[1, 6, 8]",3,True,CHO,ester
660,1318,Ethyl methyl ether,CCOC,18.436407400137515,1161.631153564566,-112.4,232,299,3,"[1, 6, 8]",3,True,CHO,ester
661,1320,tert-Butyl nitrite,CC(C)(C)ON=O,22.53079513494674,3707.161999720414,0.0,267,337,4,"[1, 6, 7, 8]",4,True,CHON,ester
662,1321,"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,20.57695958013757,2896.3066592225605,-52.383,272,398,8,"[1, 6]",2,True,CH,alkane
663,1327,Butyramide,CCCC(=O)N,22.08266602414824,4164.351782859847,-109.32,320,398,4,"[1, 6, 7, 8]",4,True,CHON,amide
664,1329,Isopropyl nitrite,CC(C)ON=O,21.51765769402936,3131.5157264719023,0.0,253,268,3,"[1, 6, 7, 8]",4,True,CHON,ester
665,1330,3-Methyl-2-butenoic acid,CC(=CC(=O)O)C,23.23722824147731,4631.880173066823,-72.65,369,471,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
667,1336,Tetrahydro-2-pyra,C1CCOC(=O)C1,21.54957152341825,4231.944168264688,-58.49,310,481,5,"[1, 6, 8]",3,True,CHO,ester
668,1340,Cyclopentadiene,C1C=CC=C1,15.100583298364253,421.9648363868099,-195.613,276,314,5,"[1, 6]",2,True,CH,alkene
669,1343,2-Heptanol,CCCCCC(C)O,19.468264857860937,2251.467703929578,-148.85,338,459,7,"[1, 6, 8]",3,True,CHO,alcohol
670,1345,Propyl nitrite,CCCON=O,22.09330396727787,3407.825937631188,0.0,253,268,3,"[1, 6, 7, 8]",4,True,CHON,ester
671,1347,Diisopentyl ether,CC(C)CCOCCC(C)C,22.556238700224323,4544.388847288328,-34.46,291,447,10,"[1, 6, 8]",3,True,CHO,ester
672,1351,"1,3,5-Cycloheptatriene",C1C=CC=CC=C1,21.15295124115003,3275.0059217120124,-48.168,273,338,7,"[1, 6]",2,True,CH,alkene
673,1361,Methyl isobutyrate,CC(C)C(=O)OC,21.572344089987965,3298.6373525214103,-37.32,366,533,5,"[1, 6, 8]",3,True,CHO,ester
674,1363,Trimellitic acid anhydride,C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O,29.717393468690457,11342.720677481202,0.0,558,595,9,"[1, 6, 8]",3,True,CHO,carboxylic_acid
675,1367,Dimethyl oxalate,COC(=O)C(=O)OC,22.19360457392869,3881.055528528417,-72.945,346,528,4,"[1, 6, 8]",3,True,CHO,ester
676,1369,Methyl propanoate,CCC(=O)OC,20.694368394029336,2600.9310434932845,-68.91,267,375,4,"[1, 6, 8]",3,True,CHO,ester
677,1371,"p-Mentha-1(7),2-diene",CC(C)C1CCC(=C)C=C1,13.698631338643896,744.2968157997674,-216.645,303,363,10,"[1, 6]",2,True,CH,alkene
678,1376,Methyl 3-methylbutanoate,CC(C)CC(=O)OC,21.8879133769828,3614.284927409406,-41.247,253,390,6,"[1, 6, 8]",3,True,CHO,ester
679,1377,"2,3-Epoxy-1-propanol",C1C(O1)CO,86.16434598940228,122723.96316532828,1227.306,290,355,3,"[1, 6, 8]",3,True,CHO,ester
680,1385,3-Methyl-2-buten-1-ol,CC(=CCO)C,30.895534157371788,10280.614159391118,117.649,346,370,5,"[1, 6, 8]",3,True,CHO,alcohol
681,1386,Propyl isovalerate,CCCOC(=O)CC(C)C,22.45573086091513,4292.73241471973,-36.751,281,429,8,"[1, 6, 8]",3,True,CHO,ester
682,1387,Methyl propyl ether,CCCOC,17.573605739941716,1101.3034241281223,-130.18,254,335,4,"[1, 6, 8]",3,True,CHO,ester
683,1388,3-Ethoxy-1-propene,CCOCC=C,20.9418962915262,2758.036424388268,-47.88,244,401,5,"[1, 6, 8]",3,True,CHO,ester
684,1397,"1,2-Epoxy-2-methylpropane",CC1(CO1)C,20.103985576185664,2454.7583366198364,-42.771,204,329,4,"[1, 6, 8]",3,True,CHO,ester
685,1398,"3,3-Dimethyl-1-butene",CC(C)(C)C=C,20.26829804842172,2326.808288172343,-48.241,232,337,6,"[1, 6]",2,True,CH,alkene
686,1399,Isobutylene glycol,CC(C)(CO)O,25.81658406264924,5616.166222768988,-58.15,451,451,4,"[1, 6, 8]",3,True,CHO,alcohol
687,1401,"2,3,3-Trimethylpentane",CCC(C)(C)C(C)C,20.640856316468152,3052.790342142436,-52.989,287,408,8,"[1, 6]",2,True,CH,alkane
688,1402,"3,3,4-Trimethyl-1-pentene",CC(C)C(C)(C)C=C,20.82851700154717,2976.782008222702,-58.15,283,403,8,"[1, 6]",2,True,CH,alkene
689,1403,"2,3,3-Trimethyl-1-pentene",CCC(C)(C)C(=C)C,20.81732643799522,3003.952512320032,-58.15,285,407,8,"[1, 6]",2,True,CH,alkene
690,1404,"3,3-Dimethylpentane",CCC(C)(C)CC,20.606110307414877,2825.3179608055543,-48.029,265,378,7,"[1, 6]",2,True,CH,alkane
691,1406,"3,3-Dimethylhexane",CCCC(C)(C)CC,20.66346770208136,3009.3866131394984,-55.774,286,408,8,"[1, 6]",2,True,CH,alkane
692,1408,3-Methyl-1-butene,CC(C)C=C,20.60687016049556,2331.0680705943823,-36.503,213,308,5,"[1, 6]",2,True,CH,alkene
693,1409,2-Methyl-1-butene,CCC(=C)C,20.657112567224694,2393.9746953349795,-42.12,223,318,5,"[1, 6]",2,True,CH,alkene
694,1413,"2,3-Dimethyl-1-butene",CC(C)C(=C)C,20.693930902861663,2612.697253318484,-43.783,243,352,6,"[1, 6]",2,True,CH,alkene
695,1415,"2,2,3-Trimethylpentane",CCC(C)C(C)(C)C,20.604130084234903,2979.406955228716,-54.795,284,408,8,"[1, 6]",2,True,CH,alkane
696,1416,"3,4,4-Trimethyl-1-pentene",CC(C=C)C(C)(C)C,20.83240837035433,2968.7229603972232,-58.15,282,402,8,"[1, 6]",2,True,CH,alkene
697,1417,"2,3-Dimethylpentane",CCC(C)C(C)C,20.678733841247908,2852.879904368693,-51.208,278,378,7,"[1, 6]",2,True,CH,alkane
698,1418,3-Methyl-2-pentanol,CCC(C)C(C)O,21.579712362285548,3119.265973777174,-97.08,320,430,6,"[1, 6, 8]",3,True,CHO,alcohol
699,1419,3-Methyl-2-penta,CCC(C)C(=O)C,21.64107625501384,3513.9751104182133,-43.15,293,415,6,"[1, 6, 8]",3,True,CHO,ketone
700,1420,(Z)-2-Methyl-2-butenoic acid,C/C=C(/C)\C(=O)O,22.61714207593401,4103.20663571539,-88.15,361,461,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
701,1421,2-Methyl-3-pentanol,CCC(C(C)C)O,21.339138271769528,2963.979635105656,-97.55,313,422,6,"[1, 6, 8]",3,True,CHO,alcohol
702,1422,2-Methyl-3-penta,CCC(=O)C(C)C,23.37722541513135,4581.453559530253,0.05,333,395,6,"[1, 6, 8]",3,True,CHO,ketone
703,1423,"2,3,4-Trimethylpentane",CC(C)C(C)C(C)C,20.67030637980755,3026.3106135730045,-55.669,298,408,8,"[1, 6]",2,True,CH,alkane
704,1424,"2,3,4-Trimethyl-1-pentene",CC(C)C(C)C(=C)C,20.814839646094786,3000.268376171242,-58.15,285,408,8,"[1, 6]",2,True,CH,alkene
705,1425,"2,3,4-Trimethyl-2-pentene",CC(C)C(=C(C)C)C,20.783409359575412,3066.58282684947,-58.15,291,416,8,"[1, 6]",2,True,CH,alkene
706,1426,"2,4-Dimethyl-3-penta",CC(C)C(=O)C(C)C,21.34673680257641,3369.902361149576,-54.4,299,423,7,"[1, 6, 8]",3,True,CHO,ketone
707,1427,"1,8-Dimethylnaphthalene",CC1=C2C(=CC=CC2=CC=C1)C,21.78427402194714,4933.721447737226,-67.816,338,413,12,"[1, 6]",2,True,CH,aromatic
708,1428,Acetylmalonic acid diethyl ester,CCOC(=O)C(C(=O)C)C(=O)OCC,26.287163378104434,7252.36246658472,0.0,363,393,9,"[1, 6, 8]",3,True,CHO,ester
709,1429,"1,2-Dimethylnaphthalene",CC1=C(C2=CC=CC=C2C=C1)C,21.02478935487398,4156.87989423308,-101.78,411,543,12,"[1, 6]",2,True,CH,aromatic
710,1430,"2,6-Dimethylphenol",CC1=C(C(=CC=C1)C)O,21.16849369052774,3746.835540872701,-85.603,362,504,8,"[1, 6, 8]",3,True,CHO,alcohol
711,1431,"1,2-Diisopropylbenzene",CC(C)C1=CC=CC=C1C(C)C,20.964807013201487,3729.036558103857,-81.82,388,476,12,"[1, 6]",2,True,CH,aromatic
712,1433,N-Methylacetanilide,CC(=O)N(C)C1=CC=CC=C1,23.16815068868749,5775.857406723403,-30.247,376,527,9,"[1, 6, 7, 8]",4,True,CHON,amide
713,1436,"2,6-Dimethylnaphthalene",CC1=CC2=C(C=C1)C=C(C=C2)C,18.761210053355256,2998.672684701797,-135.697,384,418,12,"[1, 6]",2,True,CH,aromatic
714,1437,"2,7-Dimethylnaphthalene",CC1=CC2=C(C=C1)C=CC(=C2)C,21.73746246700657,4760.012125736662,-68.063,368,398,12,"[1, 6]",2,True,CH,aromatic
715,1438,Isovalerophe,CC(C)CC(=O)C1=CC=CC=C1,23.14484852754639,5433.267283662284,-33.749,331,501,11,"[1, 6, 8]",3,True,CHO,ketone
716,1439,"3,4-Dimethylhexane",CCC(C)C(C)CC,20.730403850734696,3061.056622626285,-58.314,291,400,8,"[1, 6]",2,True,CH,alkane
717,1441,"2,3-Dimethyl-pyridine",CC1=C(N=CC=C1)C,21.162483943435028,3545.612629595952,-66.355,372,436,7,"[1, 6, 7]",3,True,CHN,aromatic
718,1442,3-Pentanol,CCC(CC)O,21.96627034769739,3118.667301652996,-89.74,307,409,5,"[1, 6, 8]",3,True,CHO,alcohol
719,1443,"2,4-Toluene diisocyanate",CC1=C(C=C(C=C1)N=C=O)N=C=O,22.191509221494066,4805.870410448732,-73.685,293,444,9,"[1, 6, 7, 8]",4,True,CHON,aromatic
720,1444,"2,3-Dimethylhexane",CCCC(C)C(C)C,20.705674086835938,3026.2645618711445,-59.091,290,408,8,"[1, 6]",2,True,CH,alkane
721,1445,tert-Butyl methacrylate,CC(=C)C(=O)OC(C)(C)C,21.10791267673107,3280.962709347588,-65.837,314,409,8,"[1, 6, 8]",3,True,CHO,ester
722,1446,3-tert-Butylphenol,CC(C)(C)C1=CC(=CC=C1)O,21.758692301563972,4216.756316991298,-101.291,391,524,10,"[1, 6, 8]",3,True,CHO,alcohol
723,1449,"p-Mentha-1,4(8)-diene",CC1=CCC(=C(C)C)CC1,22.747767728259568,4622.82640848117,-46.738,313,458,10,"[1, 6]",2,True,CH,alkene
724,1450,Nitrosobenzene,C1=CC=C(C=C1)N=O,22.9938910488497,2970.611080173478,-136.118,298,338,6,"[1, 6, 7, 8]",4,True,CHON,aromatic
725,1451,4-Ethylaniline,CCC1=CC=C(C=C1)N,23.0796393177128,5228.217475960978,-37.726,325,490,8,"[1, 6, 7]",3,True,CHN,amine
726,1452,3-Methylhexane,CCCC(C)CC,20.713387746897467,2859.856737200465,-53.715,272,378,7,"[1, 6]",2,True,CH,alkane
727,1453,3-Methyl-1-pentanol,CCC(C)CCO,21.93580714691708,3420.236871282426,-96.99,335,448,6,"[1, 6, 8]",3,True,CHO,alcohol
728,1454,3-Hexa,CCCC(=O)CC,20.991701207087655,3131.2394162607434,-65.85,300,422,6,"[1, 6, 8]",3,True,CHO,ketone
729,1455,"2,4-Dimethylhexane",CCC(C)CC(C)C,20.66337559867764,2960.779041826393,-58.55,285,398,8,"[1, 6]",2,True,CH,alkane
730,1456,4-Methylheptane,CCCC(C)CCC,20.7742450709053,3052.6291611859265,-60.783,292,408,8,"[1, 6]",2,True,CH,alkane
731,1457,4-Heptanol,CCCC(CCC)O,20.25471279637305,2625.6377815411106,-127.35,335,453,7,"[1, 6, 8]",3,True,CHO,alcohol
732,1458,4-Octanol,CCCCC(CCC)O,18.10868046385167,1751.115963221972,-183.65,350,457,8,"[1, 6, 8]",3,True,CHO,alcohol
733,1459,4-Octa,CCCCC(=O)CCC,21.8953737526841,4583.25878624316,5.053,288,433,8,"[1, 6, 8]",3,True,CHO,ketone
734,1460,Butyl caprylate,CCCCCCCC(=O)OCCCC,23.147012957533804,5357.010270552508,-51.869,387,462,12,"[1, 6, 8]",3,True,CHO,ester
735,1461,3-Methylheptane,CCCCC(C)CC,20.75856446642201,3053.5501952231243,-61.337,302,408,8,"[1, 6]",2,True,CH,alkane
736,1462,3-Heptanol,CCCCC(CC)O,19.406693732474277,2183.080926667655,-152.95,338,456,7,"[1, 6, 8]",3,True,CHO,alcohol
737,1463,4-Methyl cyclohexa,CC1CCC(=O)CC1,21.08792623812388,3752.615029456116,-50.708,366,443,7,"[1, 6, 8]",3,True,CHO,ketone
738,1464,"2,5-Dimethyl-pyridine",CC1=CN=C(C=C1)C,21.202203536289176,3549.2530166279757,-63.334,358,431,7,"[1, 6, 7]",3,True,CHN,aromatic
739,1465,3-Octanol,CCCCCC(CC)O,16.915711127171456,1290.1384276045635,-208.45,347,455,8,"[1, 6, 8]",3,True,CHO,alcohol
740,1466,Butyl propionate,CCCCOC(=O)CC,20.505257080341732,2892.8688996787205,-95.044,305,414,7,"[1, 6, 8]",3,True,CHO,ester
741,1471,(Z)-2-Butene,C/C=C\C,20.74532460213729,2227.3366121550007,-35.277,205,298,4,"[1, 6]",2,True,CH,alkene
742,1474,"2,2-Dimethylpentane",CCCC(C)(C)C,20.594136864931308,2744.5893274451832,-49.652,261,368,7,"[1, 6]",2,True,CH,alkane
743,1475,2-Methyl-2-pentanol,CCCC(C)(C)O,19.05764485822731,1867.5116396728208,-146.55,309,419,6,"[1, 6, 8]",3,True,CHO,alcohol
744,1476,"1,1-Dimethylcyclohexane",CC1(CCCCC1)C,20.5351446348488,3038.974831584472,-55.42,290,420,8,"[1, 6]",2,True,CH,alkane
745,1477,"2,2-Dimethylhexane",CCCCC(C)(C)C,20.625359918792302,2927.0001185121714,-58.32,283,398,8,"[1, 6]",2,True,CH,alkane
746,1479,5-Methyl-2(5H)-fura,CC1C=CC(=O)O1,23.96033206408116,5989.610986076227,0.0,370,482,5,"[1, 6, 8]",3,True,CHO,ester
747,1482,"3,5-Dimethyl-pyridine",CC1=CC(=CN=C1)C,21.22962732474673,3684.1108203544495,-65.385,371,446,7,"[1, 6, 7]",3,True,CHN,aromatic
748,1483,4-Methylcyclohexene,CC1CCC=CC1,20.70878257671148,2954.44693282066,-54.15,292,429,7,"[1, 6]",2,True,CH,alkene
749,1484,3-Methylcyclohexene,CC1CCCC=C1,20.73360444401396,2940.163997488818,-56.656,318,376,7,"[1, 6]",2,True,CH,alkene
750,1485,1-Methylcyclohexene,CC1=CCCCC1,20.744956188522416,3017.1831662643763,-56.145,310,383,7,"[1, 6]",2,True,CH,alkene
751,1487,2-Methylhexane,CCCCC(C)C,20.7172560898537,2844.889934096004,-53.653,270,378,7,"[1, 6]",2,True,CH,alkane
752,1488,2-Hexa,CCCCC(=O)C,21.0762521317024,3213.9482728010894,-64.17,303,426,6,"[1, 6, 8]",3,True,CHO,ketone
753,1489,4-Pentenoic acid,C=CCCC(=O)O,21.60561644458173,3557.4939686758007,-108.15,362,464,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
